gen#;sumfit;avgfit;minfit;maxfit
1;3380.81;169.041;153.416;189.281
2;4457.78;222.889;73.1129;427.538
3;5672.09;283.605;64.9217;1075.31
4;4916.51;245.825;54.9721;649.982
5;4371.63;218.582;54.9721;574.834
6;5659.06;282.953;27.688;1321.26
7;4891.13;244.556;25.7091;1431.78
8;3072.8;153.64;25.7091;395.367
9;2404.65;120.232;25.7091;334.796
10;2104.09;105.205;25.7091;388.696
11;2117.41;105.871;12.1843;413.931
12;2108.48;105.424;12.1843;338.679
13;2055.94;102.797;12.1843;471.097
14;2092.6;104.63;6.39223;273.877
15;1945.37;97.2684;6.39223;477.329
16;1737.06;86.853;6.39223;588.211
17;1260.62;63.0309;6.39223;223.775
18;914.744;45.7372;4.98738;271.41
19;581.173;29.0587;4.80639;61.6489
20;549.463;27.4731;4.80639;61.4279
21;513.188;25.6594;4.80639;77.9207
22;439.109;21.9554;4.80639;57.0002
23;447.897;22.3949;4.80639;113.645
24;406.874;20.3437;3.20934;52.0876
25;363.15;18.1575;2.52874;65.8078
26;291.103;14.5551;1.79726;65.8078
27;249.008;12.4504;1.51745;31.1932
28;288.27;14.4135;1.37263;63.6401
29;335.857;16.7929;1.37263;51.1221
30;320.141;16.0071;1.37263;54.628
31;244.06;12.203;1.37263;31.2544
32;280.783;14.0392;1.37263;60.9375
33;217.042;10.8521;1.37263;29.7796
34;181.704;9.0852;1.37263;33.3657
35;132.849;6.64246;1.37263;29.7796
36;98.8708;4.94354;1.37263;14.8967
37;131.159;6.55794;1.27395;23.5866
38;76.4755;3.82377;1.27395;10.572
39;97.2652;4.86326;1.27124;21.888
40;101.607;5.08035;1.13995;33.5291
41;79.7127;3.98563;1.13995;9.54239
42;67.9028;3.39514;1.12665;9.52796
43;73.9863;3.69932;1.12665;12.8862
44;60.7034;3.03517;1.12665;8.84634
45;54.725;2.73625;1.10847;8.13526
46;61.9934;3.09967;1.0346;12.6832
47;43.7985;2.18992;1.0346;4.36511
48;47.7597;2.38799;1.0346;7.84767
49;35.0751;1.75375;1.0346;3.21482
50;38.9725;1.94863;1.00624;5.13363
51;40.0474;2.00237;1.00624;5.65367
52;40.742;2.0371;0.951299;6.10125
53;33.7513;1.68757;0.899929;2.70547
54;31.0851;1.55426;0.899929;2.45428
55;32.5065;1.62533;0.899929;3.89807
56;29.5758;1.47879;0.899929;2.52854
57;28.5261;1.42631;0;2.79441
1;3378.97;168.949;152.073;180.637
2;4573.27;228.663;79.2294;429.624
3;5047.29;252.364;71.7793;437.617
4;5015.37;250.768;66.082;525.139
5;6393.41;319.67;16.8045;1063.63
6;6099.79;304.99;16.8045;1361.21
7;3853.42;192.671;16.8045;437.617
8;3758.08;187.904;15.924;697.417
9;2598.52;129.926;15.924;489.418
10;2740.37;137.018;15.924;489.587
11;1878.65;93.9325;15.924;297.62
12;1474.31;73.7155;13.6358;205.049
13;1809.07;90.4535;13.0658;294.703
14;1187.46;59.3729;13.0658;197.932
15;1438.87;71.9433;6.25766;197.932
16;1333.32;66.6662;3.35938;267.585
17;981.058;49.0529;3.35938;159.681
18;998.712;49.9356;3.18632;160.615
19;1079.04;53.952;3.18632;160.615
20;532.684;26.6342;3.18632;124.64
21;671.13;33.5565;3.18632;156.759
22;665.359;33.268;2.40516;156.759
23;372.663;18.6332;2.40516;44.8446
24;347.379;17.3689;1.91787;70.6389
25;196.643;9.83214;1.91787;25.4515
26;167.626;8.38131;1.91787;25.4515
27;168.231;8.41153;1.74535;29.9971
28;173.106;8.65532;1.62478;29.9971
29;114.366;5.71831;1.62478;19.4171
30;103.061;5.15305;1.62478;12.8513
31;104.573;5.22866;1.46535;11.922
32;123.269;6.16345;1.32584;29.074
33;113.558;5.67792;1.27283;15.5811
34;106.379;5.31895;1.27283;14.3148
35;75.2204;3.76102;1.27283;8.4834
36;64.6348;3.23174;1.27283;6.28889
37;65.4072;3.27036;1.27283;9.47515
38;61.9116;3.09558;0.934656;9.9152
39;53.8128;2.69064;0.934656;6.38819
40;51.9796;2.59898;0.934656;9.54248
41;51.6489;2.58244;0.934656;8.7294
42;41.2799;2.064;0.934656;6.38819
43;31.9405;1.59703;0.934656;2.84044
44;30.3499;1.51749;0.934656;2.4293
45;30.1039;1.50519;0.568579;2.35348
46;29.0973;1.45487;0.568579;3.29891
47;28.1208;1.40604;0.568579;2.25306
48;26.7833;1.33917;0.568579;1.96681
