dim;size;gen#;spawn(ms);sumSelect(ms);sumCross(ms);sumMutate(ms);sumEval(ms)
5;20;9;0.045216;0.285312;0.275424;0.244032;0.331008
5;20;18;0.041344;0.5232;0.56832;0.519328;0.55376
5;20;18;0.041888;0.516064;0.671104;0.52448;0.565504
5;20;4;0.080736;0.089504;0.097056;0.08912;0.120576
5;20;121;0.035328;3.88393;4.36666;4.03398;3.88902
5;20;119;0.044192;3.69629;4.26013;3.73738;3.71203
5;20;50;0.04368;1.49392;1.66934;1.54352;1.57142
5;20;6;0.07008;0.157888;0.171264;0.158304;0.202144
5;20;92;0.043136;2.80707;3.11562;2.96883;2.9079
5;20;18;0.049632;0.525472;0.584192;0.538816;0.567616
5;20;52;0.042048;1.72694;1.99555;1.69024;1.85498
5;20;22;0.043296;0.74672;0.950176;0.885856;0.832192
5;20;32;0.041408;0.937984;1.02326;0.9504;0.977664
5;20;44;0.055648;1.34147;1.60346;1.37955;1.42512
5;20;37;0.039072;1.20074;1.27315;1.18826;1.22518
5;20;18;0.048128;0.53136;0.5688;0.518176;0.552608
5;20;49;0.038016;1.62896;1.71357;1.67491;1.63616
5;20;23;0.036512;0.674816;0.745856;0.698272;0.734688
5;20;26;0.035456;0.789568;0.840544;0.784448;0.811296
5;20;4;0.038048;0.114272;0.131616;0.124576;0.266784
5;20;51;0.038496;1.52861;1.77306;1.66867;1.58374
5;20;105;0.038272;3.50768;3.78986;3.58797;3.48259
5;20;33;0.039168;0.977824;1.04054;0.947936;0.994432
5;20;76;0.037024;2.37178;2.77203;2.65424;2.53082
5;20;51;0.044224;1.55686;1.70669;1.58067;1.64173
5;20;27;0.038368;0.766336;0.835232;0.806848;0.812992
5;20;73;0.044064;2.28147;2.48064;2.28909;2.60989
5;20;10;0.073792;0.282144;0.313696;0.293792;0.34816
5;20;105;0.040064;3.38182;3.55962;3.28058;3.30243
5;20;58;0.062048;1.7335;1.87779;1.75418;1.77037
5;20;4;0.036768;0.088512;0.09648;0.089472;0.119968
5;20;49;0.041408;1.448;1.75027;1.47472;1.49706
5;20;91;0.035872;3.02054;3.09146;2.85171;3.00214
5;20;19;0.044832;0.562912;0.615712;0.552064;0.60016
5;20;95;0.043808;2.94688;3.35037;2.92723;3.06774
5;20;37;0.051808;1.07898;1.1728;1.07571;1.18394
5;20;91;0.043008;2.93587;3.2257;3.15645;3.24995
5;20;80;0.059232;2.57827;2.828;2.59571;2.55696
5;20;50;0.042208;1.53872;1.76406;1.56038;1.59021
5;20;81;0.068896;2.80912;3.03014;2.85728;2.8544
5;20;17;0.072864;0.606784;0.570432;0.491744;0.552192
5;20;49;0.086496;1.60189;1.87981;1.61542;1.64614
5;20;37;0.077824;1.52867;2.07747;1.56918;1.87926
5;20;13;0.042624;0.3952;0.420416;0.451872;0.478272
5;20;22;0.336096;0.830368;0.850016;0.814272;1.53149
5;20;61;0.044384;2.29645;2.32704;2.5783;2.32253
5;20;14;0.050272;0.412704;0.478816;0.436064;0.45792
5;20;38;0.049248;1.20374;1.33312;1.26022;1.2655
5;20;29;0.045248;0.969248;1.08045;0.95456;0.95184
5;20;46;0.057728;1.48806;1.70662;1.45923;1.59088
