dim;size;gen#;spawn(ms);sumSelect(ms);sumCross(ms);sumMutate(ms);sumEval(ms)
100;20;3;0.120832;0.104576;0.230848;0.085248;0.295648
100;20;5;0.086528;0.1264;0.468608;0.121088;0.428864
100;20;46;0.086016;1.46813;4.9271;1.4872;3.65302
100;20;5;0.09936;0.278496;0.438976;0.129856;0.578656
100;20;16;0.143776;0.635392;1.65549;0.482656;1.57843
100;20;34;0.101184;1.05875;3.43462;1.0361;2.88822
100;20;41;0.094464;1.28384;4.19795;1.27574;3.25984
100;20;10;0.091328;0.297024;1.01696;0.280992;0.8872
100;20;30;0.08944;0.987872;3.25306;0.937344;2.5863
100;20;47;0.094432;1.60726;4.36435;1.55254;3.63258
100;20;38;0.103456;1.20726;3.53885;1.14502;2.9192
100;20;59;0.087616;1.88595;5.26352;1.88781;4.10099
100;20;36;0.098816;1.34422;3.34618;1.13123;2.73011
100;20;11;0.08992;0.326464;1.11296;0.316096;0.986816
100;20;14;0.094848;0.415168;1.46557;0.406944;1.27398
100;20;38;0.090912;1.14595;3.42634;1.12176;2.9415
100;20;22;0.091104;0.731136;2.38931;0.692768;2.06592
100;20;33;0.091168;1.02573;3.32858;0.992864;2.80301
100;20;84;0.09056;2.89123;7.35306;2.83933;5.85191
100;20;52;0.101984;1.66352;4.73069;1.62758;3.76448
100;20;10;0.094368;0.289056;1.12672;0.284064;0.885984
100;20;18;0.09344;0.541984;1.90576;0.55072;1.58986
100;20;75;0.094144;2.41114;6.57094;2.35709;5.25178
100;20;52;0.113696;1.64426;4.76323;1.59075;3.93293
100;20;37;0.093856;1.15142;3.89853;1.11984;3.0176
100;20;92;0.10592;3.00266;7.88195;2.93894;6.37587
100;20;12;0.208544;0.360864;1.33958;0.363776;1.1208
100;20;29;0.114752;0.903808;2.97738;0.901344;2.36326
100;20;17;0.097536;0.509088;1.74848;0.4984;1.49347
100;20;26;0.096832;0.791424;2.74051;0.784064;2.1896
100;20;7;0.095264;0.191296;0.654176;0.18816;0.629248
100;20;43;0.094432;1.48605;4.25242;1.31318;3.32368
100;20;5;0.202272;0.131712;0.434624;0.12512;0.440672
100;20;11;0.102944;0.310656;1.05619;0.302656;0.943008
100;20;96;0.093024;2.92749;7.59363;3.13059;6.18653
100;20;5;0.101568;0.12368;0.419648;0.12112;0.42992
100;20;26;0.099968;0.826848;2.66474;0.777632;2.20762
100;20;31;0.128448;0.956736;3.08442;0.963936;2.35395
100;20;87;0.294752;2.6496;7.0439;2.6127;5.56214
100;20;75;0.100928;2.44813;6.86221;2.3249;5.30656
100;20;12;0.105088;0.341056;1.13622;0.334272;1.07418
100;20;4;0.123488;0.093024;0.330272;0.090848;0.340736
100;20;6;0.10016;0.155552;0.528096;0.15216;0.515136
100;20;72;0.106784;2.33344;5.86682;2.21862;4.73238
100;20;93;0.13168;3.82019;9.62755;4.05856;7.95424
100;20;93;0.113088;3.17386;7.91645;2.96672;6.19843
100;20;8;0.125856;0.231008;0.739296;0.225312;0.736672
100;20;26;0.103328;0.850976;2.81283;0.894784;2.32694
100;20;22;0.106848;0.687296;2.48013;0.675456;2.008
100;20;66;0.097408;2.25277;5.88371;2.16736;4.71315
