gen#;sumfit;avgfit;minfit;maxfit
1;195.379;9.76895;6.40754;14.0323
2;257.689;12.8844;3.80086;29.5453
3;227.182;11.3591;3.01805;28.2717
4;282.438;14.1219;2.16712;54.4721
5;396.608;19.8304;2.09829;153.203
6;266.89;13.3445;2.09829;51.5197
7;302.483;15.1241;2.06013;51.5197
8;298.719;14.9359;1.69647;78.9681
9;250.796;12.5398;1.69647;35.9884
10;188.972;9.44859;1.69647;36.9601
11;122.603;6.13017;1.69647;12.0578
12;132.489;6.62445;1.69647;18.7106
13;131.188;6.5594;1.69647;18.7461
14;117.931;5.89653;1.69647;10.1513
15;103.039;5.15193;1.69647;12.6229
16;110.426;5.52131;1.55163;12.6229
17;98.7748;4.93874;1.55163;12.6229
18;114.989;5.74943;1.21086;32.4289
19;97.2346;4.86173;1.21086;13.6277
20;95.7114;4.78557;1.21086;13.6277
21;90.7277;4.53639;1.21086;13.6277
22;72.7665;3.63832;1.15865;24.7288
23;45.7968;2.28984;1.10008;6.03899
24;42.9694;2.14847;1.09323;5.68089
25;49.6192;2.48096;1.00952;11.8415
26;39.9739;1.99869;1.00952;8.08806
27;33.4847;1.67423;1.00952;2.94447
28;30.3774;1.51887;1.00952;2.79915
29;28.3791;1.41896;1.00952;2.17436
30;26.7051;1.33525;1.00952;2.27254
31;24.8872;1.24436;1.00952;1.96746
32;25.066;1.2533;1.00952;1.59495
33;25.1221;1.2561;0.987051;1.88021
34;24.2558;1.21279;0.987051;1.55844
35;23.725;1.18625;0.956166;1.60274
36;23.3312;1.16656;0.548858;1.58822
37;22.0103;1.10051;0.548858;1.48813
38;21.3719;1.0686;0.548858;1.35512
39;21.9036;1.09518;0.00629554;1.64101
40;21.1174;1.05587;0.00629554;1.58817
41;20.94;1.047;0.00629554;1.58817
42;20.1116;1.00558;0.00629554;1.58817
43;19.4892;0.974458;0.00629554;1.21798
44;19.4985;0.974925;0.00629554;1.166
45;20.4347;1.02173;0.00629554;1.38076
46;19.4864;0.974318;0.00629554;1.15301
47;19.1969;0.959844;0.00629554;1.41028
48;18.4724;0.923621;0.00629554;1.13661
49;19.059;0.952949;0.00629554;1.36013
50;20.1114;1.00557;0.00629554;1.36013
51;19.5171;0.975855;0.00629554;1.1063
52;19.1936;0.959679;0.00629554;1.10083
53;18.2994;0.914968;0.00629554;1.19169
54;17.7384;0.886919;0.00629554;1.07022
55;16.9124;0.845619;0.00629554;1.06244
56;15.9623;0.798114;0.00629554;1.21481
57;12.8327;0.641633;0.00629554;1.04016
58;14.5268;0.726341;0.00629554;1.02151
59;10.9999;0.549995;0.00629554;1.01341
60;9.29209;0.464605;0.00629554;1.016
61;8.57715;0.428857;0.00629554;0.975482
62;5.74329;0.287164;0.00629554;0.669651
63;4.61237;0.230618;0.00629554;0.663733
64;3.2817;0.164085;0.00629554;0.451636
65;3.17628;0.158814;0.00629554;0.507465
66;3.94952;0.197476;0.00629554;0.595945
67;3.39603;0.169801;0.00547886;0.588234
68;2.87702;0.143851;0.00325156;0.476819
69;2.47281;0.12364;0.00325156;0.405882
70;1.79817;0.0899086;0.00325156;0.261908
71;1.93254;0.0966272;0.00325156;0.316969
72;2.39235;0.119617;0.00325156;0.303381
73;1.97594;0.0987971;0.00325156;0.307157
74;1.33642;0.0668211;0.00325156;0.292655
75;1.17114;0.0585569;0.00325156;0.251363
