dim;size;gen#;spawn(ms);sumSelect(ms);sumCross(ms);sumMutate(ms);sumEval(ms)
20;20;53;0.168128;1.90726;2.65891;1.95789;2.33904
20;20;36;0.05584;1.35987;1.84093;1.30944;1.70995
20;20;8;0.056032;0.264256;0.335584;0.222272;0.371904
20;20;13;0.054976;0.519296;0.73376;0.480608;0.900672
20;20;20;0.054272;0.615232;0.902912;0.805344;0.843424
20;20;42;0.053632;1.38966;1.97725;1.32;1.81283
20;20;99;0.056608;3.12928;4.16877;3.1096;3.82394
20;20;18;0.053376;0.538272;0.810496;0.537088;0.736416
20;20;22;0.053696;0.700512;1.0255;0.752256;0.9472
20;20;23;0.048832;0.807744;1.01914;0.673728;0.910368
20;20;28;0.053056;1.13699;1.38362;0.913248;1.20173
20;20;12;0.060416;0.35856;0.572256;0.372704;0.581792
20;20;8;0.048736;0.210304;0.298144;0.207904;0.308928
20;20;100;0.04672;3.2391;4.22477;3.14438;3.6049
20;20;66;0.050112;1.99718;2.69315;2.01587;2.38214
20;20;23;0.048672;0.786592;1.00291;0.677408;0.908192
20;20;37;0.0488;1.19235;1.65616;1.1304;1.55018
20;20;42;0.048352;1.31878;1.80349;1.32458;1.67078
20;20;24;0.054176;0.733984;1.06755;0.725056;0.980032
20;20;30;0.053952;0.924992;1.44784;1.00941;1.25395
20;20;79;0.052544;2.46688;3.26093;2.43462;2.88259
20;20;27;0.050368;0.830176;1.19565;0.905888;1.07709
20;20;24;0.053248;0.786464;1.11408;0.761728;1.01469
20;20;55;0.054208;1.69085;2.36342;1.67805;2.04544
20;20;20;0.049792;0.640288;0.91056;0.60576;0.8272
20;20;39;0.079616;1.23085;1.72957;1.20838;1.66531
20;20;89;0.107744;3.14077;3.8553;2.90688;3.61203
20;20;3;0.085312;0.063424;0.085248;0.061568;0.129376
20;20;12;0.100992;0.372768;0.537056;0.37472;0.5128
20;20;44;0.054144;1.5217;2.01344;1.37859;1.78221
20;20;43;0.074688;1.32064;1.90323;1.3033;1.68653
20;20;48;0.094848;1.54547;2.22093;1.50109;2.01056
20;20;93;0.062048;3.17936;4.14618;3.02627;3.74422
20;20;18;0.10368;0.692672;1.08902;0.668992;1.08662
20;20;3;0.11856;0.078336;0.132576;0.068;0.12944
20;20;12;0.080608;0.349024;0.517216;0.37184;0.490336
20;20;8;0.0616;0.224352;0.323168;0.22176;0.3248
20;20;5;0.073728;0.131232;0.196032;0.185056;0.216672
20;20;48;0.056032;1.63622;2.63885;1.5697;2.30368
20;20;16;0.063232;0.516544;0.767008;0.532032;0.749888
20;20;3;0.096608;0.065664;0.092864;0.063136;0.12752
20;20;30;0.053216;0.950944;1.6241;0.92304;1.25424
20;20;19;0.075328;0.58096;0.872704;0.599328;0.784288
20;20;78;0.075008;2.70563;3.37894;2.49357;3.43226
20;20;11;0.079232;0.322848;0.484672;0.335904;0.473408
20;20;31;0.061152;1.02173;1.40835;0.96768;1.36518
20;20;102;0.089312;3.7433;5.2519;3.56211;4.15859
20;20;21;0.059264;1.12806;1.20726;0.868352;0.997216
20;20;65;0.095488;2.4481;3.2039;2.23677;2.66989
20;20;53;0.06048;1.93773;2.83715;1.89546;2.74502
