dim;size;gen#;spawn(ms);sumSelect(ms);sumCross(ms);sumMutate(ms);sumEval(ms)
50;20;63;0.097792;1.98086;3.67069;1.92339;3.32813
50;20;11;0.086304;0.313792;0.656928;0.3624;0.677888
50;20;5;0.072704;0.12688;0.30448;0.1456;0.299552
50;20;58;0.072672;1.82742;3.88566;1.76122;3.08509
50;20;84;0.073024;2.99283;5.41542;2.96339;4.31085
50;20;12;0.09328;0.361824;0.862624;0.340064;0.695968
50;20;16;0.073792;0.466592;1.07802;0.461888;0.92448
50;20;18;0.072672;0.530304;1.19501;0.52416;1.04022
50;20;48;0.071936;1.77222;3.70042;1.76019;2.83798
50;20;34;0.146208;1.09632;2.38294;1.04691;1.98525
50;20;3;0.074368;0.062944;0.15472;0.062016;0.174016
50;20;25;0.068672;0.745408;1.70557;0.739104;1.71443
50;20;39;0.068704;1.2271;2.94301;1.20118;2.28512
50;20;25;0.073632;0.826816;1.91904;0.866816;1.53891
50;20;18;0.07296;0.526944;1.16;0.51696;1.06509
50;20;28;0.06704;0.868096;2.1087;0.86576;1.74317
50;20;16;0.07008;0.472288;1.09946;0.4616;0.929056
50;20;79;0.071584;2.6457;4.75114;2.70054;4.12387
50;20;37;0.103168;1.28714;2.5703;1.19997;2.09341
50;20;17;0.070624;0.55536;1.17389;0.536544;1.03072
50;20;76;0.066912;2.47155;4.33158;2.45776;3.74662
50;20;84;0.06688;2.69344;4.87747;2.7239;4.27386
50;20;41;0.07312;1.29366;2.63126;1.26544;2.1833
50;20;5;0.067168;0.125536;0.289248;0.123936;0.289952
50;20;86;0.066432;2.69392;4.92048;2.6759;4.1593
50;20;9;0.088416;0.246528;0.59728;0.246592;0.53456
50;20;7;0.075904;0.218048;0.4344;0.226304;0.434816
50;20;10;0.069472;0.279168;0.626656;0.280224;0.589152
50;20;27;0.070432;0.857856;1.94701;0.83232;1.5929
50;20;23;0.075072;0.692288;1.52272;0.67744;1.3273
50;20;12;0.069888;0.377216;0.86208;0.34832;0.722048
50;20;33;0.07392;1.00195;2.23677;0.999136;1.85258
50;20;7;0.25712;0.18288;0.422304;0.179168;0.397152
50;20;10;0.097376;0.325248;0.786368;0.27104;0.586784
50;20;3;0.120096;0.061696;0.135424;0.059872;0.168896
50;20;36;0.098208;1.20227;2.38726;1.07155;2.00125
50;20;10;0.127008;0.291808;0.656064;0.27904;0.61472
50;20;36;0.106944;1.13648;2.45104;1.21789;1.9809
50;20;48;0.121664;1.70899;3.41002;1.74131;2.83248
50;20;78;0.102368;2.50381;4.91834;2.47424;3.86976
50;20;10;0.132672;0.278944;0.636928;0.279584;0.580352
50;20;18;0.083264;0.55168;1.21424;0.584064;1.12602
50;20;5;0.087712;0.134944;0.267456;0.135936;0.32576
50;20;71;0.071552;2.36128;4.37002;2.18432;3.74426
50;20;26;0.118528;0.85216;1.85434;1.0496;1.59446
50;20;51;0.074816;1.61702;3.26115;1.67939;2.64435
50;20;5;0.084512;0.121152;0.271488;0.119648;0.29136
50;20;58;0.078496;2.02915;3.98944;1.83645;3.17306
50;20;34;0.105408;1.10944;2.40179;1.26566;2.01197
50;20;84;0.116704;2.97325;5.61171;3.37293;4.58778
