gen#;sumfit;avgfit;minfit;maxfit
1;51.9618;5.19618;2.82028;9.03072
2;54.6804;5.46804;1.70818;10.5085
3;39.9649;3.99649;1.70818;7.60228
4;36.4003;3.64003;1.70818;9.41813
5;27.8317;2.78317;1.20472;6.08564
6;28.6754;2.86754;1.20472;6.08564
7;24.8853;2.48853;1.20472;6.08564
8;25.5454;2.55454;1.04184;6.08564
9;20.325;2.0325;1.04184;2.91988
10;22.6227;2.26227;0.693933;4.37627
11;25.2525;2.52525;0.693933;5.31168
12;22.0853;2.20853;0.693933;3.7492
13;18.3339;1.83339;0.693933;3.08511
14;16.5814;1.65814;0.693933;3.08511
15;20.668;2.0668;0;9.11499
1;51.0501;5.10501;3.19464;8.0536
2;58.1608;5.81608;2.89028;9.85932
3;54.6451;5.46451;2.89028;11.7158
4;55.4864;5.54864;1.21502;11.7158
5;49.9967;4.99967;1.13257;11.7158
6;37.4072;3.74072;1.13257;11.7158
7;32.441;3.2441;1.13257;8.64966
8;35.1559;3.51559;1.13257;8.64966
9;24.1632;2.41632;1.13257;4.41495
10;20.4999;2.04999;1.13257;3.32542
11;23.5808;2.35808;1.07207;5.19888
12;16.5954;1.65954;1.04974;2.65532
13;14.214;1.4214;1.04974;1.82036
14;14.2628;1.42628;0.958064;2.04805
15;14.5752;1.45752;0.783677;2.82516
16;13.7739;1.37739;0.783677;2.7943
17;12.3428;1.23428;0.783677;2.00147
18;11.4659;1.14659;0.783677;1.29825
19;11.0263;1.10263;0.783677;1.28237
20;10.5111;1.05111;0.783677;1.39586
21;11.0287;1.10287;0.783677;1.43202
22;9.84791;0.984791;0.783677;1.14412
23;10.1211;1.01211;0.783677;1.14412
24;10.0782;1.00782;0.589792;1.70056
25;10.3501;1.03501;0.580168;1.27526
26;10.0702;1.00702;0.580168;1.25325
27;9.68784;0.968784;0.580168;1.03955
28;9.87968;0.987968;0.580168;1.09593
29;9.38247;0.938247;0.580168;1.12474
30;9.72198;0.972198;0.580168;1.06665
31;9.83868;0.983868;0.580168;1.0802
32;9.47593;0.947593;0.501837;1.20577
33;9.21232;0.921232;0.501837;1.22814
34;10.1522;1.01522;0.293377;1.33588
