dim;size;gen#;spawn(ms);sumSelect(ms);sumCross(ms);sumMutate(ms);sumEval(ms)
50;10;6;0.08656;0.192864;0.251008;0.142368;0.304704
50;10;17;0.048288;0.470016;0.847104;0.456768;0.709472
50;10;24;0.048192;0.664288;1.10358;0.694688;1.07642
50;10;26;0.048032;0.803936;1.21782;0.855904;1.10058
50;10;25;0.056576;0.722464;1.22438;0.706976;1.03648
50;10;30;0.0568;0.929984;1.49046;1.1089;1.25062
50;10;7;0.056224;0.181632;0.289344;0.17408;0.2952
50;10;16;0.055168;0.463008;0.753664;0.44656;0.671712
50;10;8;0.051488;0.20944;0.353088;0.202048;0.3368
50;10;24;0.05552;0.690368;1.18723;0.776096;0.973408
50;10;22;0.054944;0.628672;1.0329;0.608736;0.927456
50;10;18;0.054464;0.513632;0.843808;0.517664;0.91424
50;10;14;0.075456;0.4056;0.682368;0.38912;0.603552
50;10;40;0.057312;1.20877;1.87277;1.17494;1.59334
50;10;14;0.05456;0.410656;0.706624;0.433152;0.645312
50;10;54;0.05536;1.70733;2.45568;1.72672;2.16576
50;10;24;0.060256;0.694592;1.15978;0.752736;1.092
50;10;10;0.070048;0.27232;0.478944;0.27152;0.43376
50;10;58;0.05536;1.72829;2.64381;1.66701;2.22419
50;10;50;0.053888;1.49296;2.10026;1.45258;1.95504
50;10;19;0.055904;0.558112;1.00051;0.521856;0.802624
50;10;4;0.055616;0.094208;0.147392;0.090304;0.181728
50;10;7;0.05472;0.181088;0.29728;0.174816;0.296448
50;10;3;0.055936;0.061248;0.102464;0.058272;0.127104
50;10;44;0.055264;1.62166;2.10486;1.5432;1.84941
50;10;19;0.087136;0.539072;0.858304;0.529984;0.800448
50;10;11;0.057568;0.302304;0.508;0.290144;0.473472
50;10;57;0.064512;2.08461;2.68544;1.83453;2.26525
50;10;14;0.052704;0.41136;0.673568;0.384512;0.600128
50;10;5;0.0528;0.11984;0.195008;0.115552;0.220032
50;10;64;0.052448;1.90003;2.73376;1.83677;2.51478
50;10;26;0.08336;0.880928;1.12512;0.729792;1.05696
50;10;31;0.062752;0.902368;1.33578;0.871712;1.24336
50;10;23;0.054688;0.66256;1.09149;0.641344;1.06394
50;10;10;0.080704;0.263424;0.443584;0.260416;0.417088
50;10;14;0.078304;0.388064;0.65712;0.377152;0.64992
50;10;7;0.082336;0.179072;0.3056;0.38512;0.291584
50;10;7;0.078336;0.179008;0.34464;0.183008;0.292192
50;10;17;0.071168;0.476416;0.766144;0.463872;0.820736
50;10;10;0.077856;0.26832;0.422816;0.260448;0.411936
50;10;5;0.078432;0.11984;0.20064;0.115072;0.210144
50;10;11;0.077664;0.312;0.734176;0.295936;0.45664
50;10;10;0.079264;0.281536;0.451392;0.260768;0.436992
50;10;18;0.0792;0.506112;0.809888;0.520352;0.7952
50;10;15;0.070752;0.43584;0.69328;0.4056;0.720352
50;10;31;0.05712;0.939936;1.47834;0.976256;1.33709
50;10;33;0.058368;0.968192;1.65974;0.940544;1.3881
50;10;53;0.056928;1.62979;2.26864;1.52112;1.94986
50;10;9;0.070368;0.238112;0.38304;0.233024;0.44912
50;10;5;0.05504;0.120224;0.211264;0.116576;0.221504
