dim;size;gen#;spawn(ms);sumSelect(ms);sumCross(ms);sumMutate(ms);sumEval(ms)
100;10;28;0.091744;0.832;1.71696;0.766304;1.48006
100;10;3;0.0632;0.06;0.183264;0.056768;0.166048
100;10;43;0.057888;1.32643;2.46256;1.25069;2.10128
100;10;66;0.06464;2.07277;3.61683;2.02307;3.24038
100;10;57;0.062336;1.92806;3.13683;1.87149;2.66518
100;10;4;0.085952;0.136;0.26416;0.121088;0.293888
100;10;27;0.064928;0.826816;1.69446;0.781312;1.51226
100;10;10;0.072864;0.270784;0.634688;0.255072;0.566304
100;10;61;0.058176;2.03658;3.41581;2.00394;3.03773
100;10;41;0.06864;1.25914;2.48531;1.3048;2.04733
100;10;55;0.06192;2.00042;3.32669;1.7977;2.94842
100;10;12;0.066688;0.333376;0.743584;0.315904;0.668064
100;10;17;0.062752;0.608544;1.1569;0.612352;1.1761
100;10;4;0.065984;0.095136;0.178624;0.088768;0.230016
100;10;13;0.062208;0.44016;0.85648;0.35008;0.845024
100;10;14;0.061824;0.427936;0.893056;0.453088;0.874624
100;10;41;0.060704;1.33056;2.61824;1.30656;2.02531
100;10;45;0.063808;1.36861;2.41174;1.36893;2.07024
100;10;24;0.072384;0.787488;1.6673;0.82;1.37731
100;10;23;0.067424;0.688384;1.56013;0.664896;1.27661
100;10;27;0.065312;0.846976;1.7513;0.855552;1.5929
100;10;6;0.061408;0.149728;0.37184;0.141696;0.332448
100;10;3;0.059328;0.113216;0.142528;0.065984;0.164384
100;10;17;0.05904;0.58896;1.27846;0.564224;1.18054
100;10;4;0.061696;0.123264;0.223968;0.091552;0.237504
100;10;3;0.068224;0.063872;0.120736;0.061248;0.289472
100;10;17;0.069024;0.507968;1.14042;0.481696;0.97808
100;10;10;0.065664;0.281888;0.656544;0.264896;0.57568
100;10;13;0.08672;0.3896;0.774784;0.353792;0.912096
100;10;5;0.07264;0.1288;0.277536;0.166656;0.287648
100;10;15;0.065248;0.43744;0.95888;0.423712;0.864864
100;10;12;0.230464;0.374272;0.868352;0.324416;0.701344
100;10;10;0.070272;0.278432;0.583648;0.263392;0.573952
100;10;26;0.074144;0.773888;1.67952;0.768704;1.39472
100;10;7;0.068704;0.197728;0.393088;0.175392;0.430272
100;10;13;0.075168;0.370784;0.89728;0.549344;0.77072
100;10;14;0.076224;0.40352;0.907968;0.380544;0.78832
100;10;4;0.219104;0.09312;0.216224;0.087584;0.22656
100;10;5;0.067584;0.124064;0.267648;0.130176;0.28704
100;10;58;0.068032;1.91773;3.51763;1.84346;2.86694
100;10;27;0.078176;0.807648;1.65136;0.794496;1.42653
100;10;18;0.072288;0.562496;1.35603;0.553888;1.08035
100;10;14;0.072096;0.399136;0.947104;0.391392;0.80816
100;10;7;0.07152;0.178176;0.382528;0.180384;0.498112
100;10;16;0.071232;0.454208;1.05171;0.430208;0.900064
100;10;35;0.07248;1.10618;2.46237;1.06445;1.87894
100;10;13;0.12592;0.491104;0.923904;0.405664;0.955168
100;10;56;0.072224;1.93923;3.37699;1.83763;2.71638
100;10;7;0.086304;0.192384;0.443488;0.178592;0.410432
100;10;27;0.07008;0.825248;1.71142;0.768704;1.34704
