gen#;sumfit;avgfit;minfit;maxfit
1;1734.01;173.401;154.9;189.281
2;2416.24;241.624;84.121;448.547
3;3060.43;306.043;44.5248;1125.73
4;2913.43;291.343;44.5248;943.314
5;4105;410.5;44.5248;1125.73
6;3977.14;397.714;44.5248;943.314
7;4308.65;430.865;41.35;1935.5
8;3238.28;323.828;41.35;1083.7
9;1872;187.2;41.35;425.918
10;2025.95;202.595;15.945;516.332
11;1525.47;152.547;15.945;420.97
12;1830.67;183.067;15.945;385.048
13;1140.2;114.02;15.945;300.299
14;628.97;62.897;15.945;128.07
15;540.039;54.0039;10.5656;150.704
16;335.871;33.5871;10.5656;68.3001
17;317.404;31.7404;2.90365;121.167
18;173.004;17.3004;2.90365;36.3474
19;178.663;17.8663;2.90365;49.313
20;154.899;15.4899;2.90365;79.2793
21;126.563;12.6563;2.90365;35.3056
22;140.493;14.0493;2.01914;37.4962
23;84.0819;8.40819;2.01914;16.9128
24;82.7591;8.27591;2.01914;35.3962
25;64.6528;6.46528;1.43405;17.7995
26;47.7015;4.77015;1.43405;12.5161
27;23.7046;2.37046;1.43405;3.72136
28;27.8654;2.78654;1.39823;5.84822
29;29.2859;2.92859;1.08813;5.84822
30;24.3077;2.43077;1.08813;4.19849
31;18.2189;1.82189;1.08813;2.53875
32;19.2189;1.92189;1.08813;3.23207
33;20.2143;2.02143;0.278323;3.23207
34;17.861;1.7861;0.278323;3.23089
35;14.2069;1.42069;0.278323;2.21292
36;13.9876;1.39876;0.278323;2.36653
37;11.5275;1.15275;0.278323;1.37899
38;10.838;1.0838;0.278323;1.52716
39;10.9842;1.09842;0.278323;1.51166
40;12.3312;1.23312;0.278323;2.51596
41;9.48951;0.948951;0.278323;1.25909
42;7.87932;0.787932;0.278323;1.1558
43;7.25709;0.725709;0.104559;1.06554
44;7.12662;0.712662;0.104559;1.06554
45;6.37453;0.637453;0.104559;0.996314
46;5.4717;0.54717;0.104139;1.07809
47;6.15773;0.615773;0.104139;1.21208
48;6.32532;0.632532;0.104139;1.12444
49;4.79833;0.479833;0.0908858;1.10091
50;4.91052;0.491052;0.0863194;1.04144
51;5.10441;0.510441;0.0487206;1.06309
52;3.68682;0.368682;0.0487206;0.872125
53;2.23116;0.223116;0.0218393;0.720427
54;1.06711;0.106711;0.0110891;0.402074
55;1.33987;0.133987;0.00378727;0.402074
56;0.835121;0.0835121;0.00378727;0.186853
57;0.51327;0.051327;0.00378727;0.10617
58;0.415069;0.0415069;0.00358515;0.0800484
59;0.385242;0.0385242;0.00358515;0.0622575
60;0.282554;0.0282554;0.00358515;0.0613473
61;0.412996;0.0412996;0.00358515;0.174612
62;0.35451;0.035451;0.00358515;0.0637093
63;0.221188;0.0221188;0.00358515;0.0637093
64;0.210169;0.0210169;0.00358515;0.0363507
65;0.478051;0.0478051;0.00358515;0.24298
66;0.278323;0.0278323;0.00358515;0.0716042
67;0.144412;0.0144412;0.00358515;0.0255655
68;0.219275;0.0219275;0.00279488;0.0670837
69;0.115146;0.0115146;0.00279488;0.0169272
70;0.0968356;0.00968356;0.00102555;0.0168012
71;0.0758948;0.00758948;0.000808949;0.0168012
72;0.108357;0.0108357;0.000555404;0.0454162
73;0.0777391;0.00777391;0.000555404;0.0138735
74;0.0720694;0.00720694;0.000555404;0.0138735
75;0.0963108;0.00963108;4.31392e-005;0.0454162
76;0.0354933;0.00354933;4.31392e-005;0.0138735
77;0.0202012;0.00202012;4.31392e-005;0.00621709
78;0.0223659;0.00223659;3.08662e-005;0.00966216
79;0.0144002;0.00144002;3.08662e-005;0.011373
80;0.00952008;0.000952008;3.08662e-005;0.00443034
81;0.00424912;0.000424912;3.08662e-005;0.00144445
82;0.00223313;0.000223313;3.08662e-005;0.000419717
83;0.00198806;0.000198806;3.08662e-005;0.000367413
84;0.00151538;0.000151538;3.08662e-005;0.000367413
85;0.00132659;0.000132659;2.03759e-005;0.000336278
86;0.00107267;0.000107267;2.03759e-005;0.000340137
87;0.289827;0.0289827;1.22712e-006;0.288663
1;1705.7;170.57;148.011;188.894
2;2332.56;233.256;83.0789;409.378
3;2353.45;235.345;47.5664;409.378
4;2592.23;259.223;47.5664;1024.82
5;2817.07;281.707;47.5664;529.558
6;3062.55;306.255;31.9082;694.972
7;2357.06;235.706;31.9082;604.617
8;2636.17;263.617;31.9082;517.476
9;1977.97;197.797;31.9082;581.834
10;1759.87;175.987;31.9082;388.175
11;1188.83;118.883;31.9082;346.381
12;887.028;88.7028;31.9082;295.095
13;896.02;89.602;26.3406;189.947
14;949.459;94.9459;25.2692;238.066
15;769.351;76.9351;25.2692;234.937
16;1075.47;107.547;9.81671;234.937
17;659.251;65.9251;9.81671;131.314
18;840.271;84.0271;4.8675;217.9
19;491.847;49.1847;4.8675;107.266
20;380.106;38.0106;4.8675;91.0822
21;422.663;42.2663;2.89026;126.093
22;259.009;25.9009;2.36295;48.1885
23;149.229;14.9229;2.36295;35.4333
24;123.425;12.3425;2.36295;37.6071
25;73.0969;7.30969;1.96392;30.2816
