dim;size;gen#;spawn(ms);sumSelect(ms);sumCross(ms);sumMutate(ms);sumEval(ms)
100;10;86;0.925824;22.1964;56.6002;4.1688;43.1696
100;10;97;0.047104;24.8357;57.5992;4.68877;47.3599
100;10;98;0.047552;24.9255;58.1043;4.67706;46.9037
100;10;88;0.049792;21.9713;52.2955;4.15162;42.6439
100;10;90;0.076384;22.7168;53.3344;4.2936;43.3409
100;10;100;0.048256;25.0538;59.3493;4.68192;49.1688
100;10;106;0.045536;27.0469;62.993;5.09968;51.1426
100;10;83;0.049056;20.3428;49.1465;3.82483;40.0093
100;10;32;0.044416;8.30832;18.8808;1.74512;17.8483
100;10;94;0.054112;23.8997;55.8344;4.48138;45.6654
100;10;15;0.048064;3.60077;8.45866;0.737504;7.63622
100;10;104;0.051904;26.4665;61.9411;4.98333;50.2397
100;10;22;0.049248;5.32618;12.7043;1.02317;10.6679
100;10;53;0.04656;13.6709;31.3445;2.59955;26.3412
100;10;87;0.061728;22.2636;51.7589;4.17779;42.9604
100;10;81;0.053248;20.883;48.1717;4.02474;39.7563
100;10;106;0.052992;26.9998;63.05;5.28758;51.4534
100;10;82;0.05232;20.7451;48.8393;3.9856;40.5088
100;10;103;0.069856;26.8502;61.1933;5.2409;50.5246
100;10;92;0.048896;24.6361;54.7993;4.73958;47.0826
100;10;7;0.051264;2.04397;3.7113;0.362464;3.73395
100;10;95;0.04848;24.6334;56.443;4.84304;47.4557
100;10;11;0.052576;2.62099;6.21082;0.50768;5.63709
100;10;93;0.052192;23.9621;55.3723;4.98121;45.4202
100;10;77;0.047648;19.5306;45.6604;3.73744;37.8365
100;10;110;0.109216;27.6952;65.3329;5.27107;52.7823
100;10;87;0.0552;22.4309;51.6342;4.2591;42.6142
100;10;109;0.062112;28.1586;64.8791;5.28723;53.9403
100;10;79;0.110848;20.108;46.832;4.13594;37.9498
100;10;94;0.077536;23.9735;55.7934;4.51978;45.3032
100;10;80;0.121248;19.7136;47.6972;3.76976;39.1642
100;10;97;0.063072;24.1948;57.4638;4.62573;46.3889
100;10;96;0.097312;24.6895;57.0592;4.66698;46.8993
100;10;91;0.107488;22.9945;54.0146;4.40739;43.9136
100;10;85;0.058048;21.9637;50.4019;4.08947;41.0546
100;10;105;0.066368;26.7606;62.4961;5.05651;50.5517
100;10;82;0.068096;21.3832;48.7498;3.99533;40.0929
100;10;43;0.049696;10.7293;25.3013;2.04102;20.8227
100;10;5;0.081376;1.03802;2.44496;0.190784;2.62464
100;10;95;0.0576;25.7803;56.6277;4.71219;46.9358
100;10;83;0.08208;21.2892;49.2302;3.95018;40.1437
100;10;18;0.065024;4.29414;10.252;0.838592;8.82032
100;10;87;0.062176;22.0074;51.5561;4.11478;42.0018
100;10;91;0.097152;22.8757;54.0589;4.33309;44.0939
100;10;4;0.0856;0.805632;1.83683;0.186816;1.97686
100;10;83;0.049344;21.2449;49.1452;4.21526;40.3969
100;10;97;0.103232;24.8713;57.7381;4.64221;47.1545
100;10;84;0.0736;20.9632;49.8651;4.17075;40.6511
100;10;90;0.074432;22.308;53.236;4.19306;43.1758
100;10;83;0.052832;21.0547;49.1211;3.86685;40.1163
