gen#;sumfit;avgfit;minfit;maxfit
1;846.306;84.6306;74.051;94.119
2;1235.05;123.505;35.9247;215.931
3;1076.17;107.617;23.0786;215.931
4;562.543;56.2543;23.0786;144.364
5;580.205;58.0205;17.1829;160.688
6;596.592;59.6592;13.6214;173.432
7;965.27;96.527;6.39852;483.901
8;403.001;40.3001;6.39852;104.763
9;461.78;46.178;6.39852;105.846
10;414.014;41.4014;6.39852;104.763
11;300.518;30.0518;6.39852;69.934
12;270.455;27.0455;1.67318;67.8332
13;150.643;15.0643;1.67318;27.067
14;104;10.4;1.67318;22.3915
15;76.1177;7.61177;1.67318;17.9571
16;95.4739;9.54739;1.07103;32.9627
17;46.3138;4.63138;1.07103;13.4839
18;44.9673;4.49673;1.07103;20.7883
19;20.2274;2.02274;1.07103;2.78501
20;20.8898;2.08898;1.07103;3.66349
21;21.9504;2.19504;1.07103;3.66349
22;18.3849;1.83849;1.07103;3.66349
23;17.7802;1.77802;1.07103;3.66349
24;17.5824;1.75824;0.962427;2.99728
25;12.3132;1.23132;0.942425;1.60828
26;11.6012;1.16012;0.942425;1.41801
27;11.2642;1.12642;0.772466;1.44894
28;11.7706;1.17706;0.525178;1.74674
29;8.96496;0.896496;0.525178;1.13274
30;9.31403;0.931403;0.442185;1.38938
31;10.0691;1.00691;0.423295;1.38938
32;9.13192;0.913192;0.423295;1.08927
33;9.32337;0.932337;0.358046;1.21137
34;9.4497;0.94497;0.160298;1.21137
35;9.69136;0.969136;0.160298;1.1614
36;8.8719;0.88719;0.160298;1.09962
37;7.65635;0.765635;0.160298;1.08927
38;6.9393;0.69393;0.160298;1.03361
39;6.63512;0.663512;0.160298;1.07279
40;5.67121;0.567121;0.0947999;1.1296
41;6.6427;0.66427;0.0947999;0.987542
42;6.67231;0.667231;0.0947999;1.14757
43;7.57641;0.757641;0.0947999;1.08089
44;7.80629;0.780629;0.0914692;1.1393
45;7.7828;0.77828;0.0914692;1.1393
46;6.95289;0.695289;0.0772553;1.12335
47;7.01738;0.701738;0.0772553;0.995864
48;5.94111;0.594111;0.0772553;0.97198
49;6.02141;0.602141;0.0772553;1.04217
50;4.32026;0.432026;0.0772553;0.97198
51;4.42435;0.442435;0.0257587;0.97198
52;3.14324;0.314324;0.0257587;0.62244
53;2.44098;0.244098;0.0128139;0.695451
54;1.69823;0.169823;0.0128139;0.462556
55;1.07492;0.107492;0.0128139;0.350411
56;1.04874;0.104874;0.00744899;0.350411
57;1.42084;0.142084;0.00045466;0.423638
58;0.601598;0.0601598;0.00045466;0.14963
59;0.421933;0.0421933;0.00045466;0.131375
60;0.275706;0.0275706;0.00045466;0.0869397
61;0.302873;0.0302873;0.00045466;0.100402
62;0.216199;0.0216199;0.00045466;0.0999536
63;0.190718;0.0190718;0.00045466;0.0999536
64;0.100547;0.0100547;0.00045466;0.0270256
65;0.0585178;0.00585178;0.00045466;0.012334
66;0.0653696;0.00653696;0.00045466;0.012334
67;0.0599981;0.00599981;0.00045466;0.0096599
68;0.0351156;0.00351156;0.00045466;0.00718927
69;0.0347036;0.00347036;0.00045466;0.00649154
70;0.0332047;0.00332047;0.00045466;0.00746123
71;0.0296704;0.00296704;0.000318627;0.0144726
72;0.0133977;0.00133977;0.000318627;0.00252767
73;0.0117146;0.00117146;0.000201059;0.00405334
74;0.00986252;0.000986252;0.000132257;0.00405334
75;0.0108834;0.00108834;3.50043e-005;0.00580672
