dim;size;gen#;spawn(ms);sumSelect(ms);sumCross(ms);sumMutate(ms);sumEval(ms)
50;100;139;1.02672;37.2641;51.6541;6.89107;56.8098
50;100;1412;0.088032;384.843;487.643;70.9849;570.866
50;100;14;0.078208;3.49501;4.49162;0.63984;5.65818
50;100;61;0.079456;16.5136;20.9421;3.0415;24.7561
50;100;347;0.076832;95.0689;119.967;17.5389;140.919
50;100;1680;0.0848;453.391;579.738;83.7098;675.87
50;100;489;0.078336;132.06;169.017;24.3532;196.367
50;100;115;0.078464;30.4454;39.2659;5.63987;45.5243
50;100;81;0.081728;21.4274;27.745;3.95312;32.6188
50;100;127;0.080416;33.8739;43.579;6.19863;51.0444
50;100;129;0.082528;34.3227;44.4544;6.42701;52.465
50;100;190;0.084576;51.0205;65.3477;9.35648;76.0559
50;100;96;0.086208;25.7908;32.8848;4.69562;38.5904
50;100;552;0.082144;148.014;190.346;27.3747;221.356
50;100;362;0.084704;96.4369;125.067;17.7179;143.732
50;100;55;0.080256;14.4447;18.6962;2.64301;21.9528
50;100;872;0.079392;234.997;300.295;42.9426;349.591
50;100;121;0.079488;32.3047;41.5095;5.91232;48.662
50;100;133;0.081376;35.6055;45.7664;6.60774;53.6006
50;100;26;0.079392;6.89322;8.64176;1.22298;10.4669
50;100;201;0.080192;53.7885;69.2019;9.8671;80.4144
50;100;143;0.077408;37.8615;49.1015;6.93978;57.1108
50;100;108;0.080992;29.0388;37.0709;5.35526;43.5197
50;100;118;0.084608;31.8985;40.5616;5.82806;47.6329
50;100;59;0.082464;15.5131;20.1476;2.84947;23.7192
50;100;12;0.084608;2.96573;3.82592;0.5504;4.82666
50;100;402;0.083776;107.455;138.865;20.0261;160.547
50;100;370;0.077632;99.5598;127.991;18.2355;148.663
50;100;52;0.082976;13.6301;17.7128;2.60445;20.8849
50;100;3;0.081376;0.532736;0.70672;0.09584;1.21187
50;100;53;0.081664;14.3175;18.0457;2.59757;21.7324
50;100;268;0.084096;71.8299;92.3583;13.1559;107.448
50;100;64;0.078688;16.9343;21.7834;3.23229;25.3972
50;100;364;0.078432;97.419;125.54;17.8492;145.623
50;100;652;0.080896;175.217;224.579;32.3056;261.535
50;100;370;0.078816;99.3456;127.758;18.2851;148.658
50;100;38;0.085152;10.09;12.7961;1.82355;15.112
50;100;181;0.080864;48.2067;62.242;8.86045;72.1651
50;100;60;0.079552;16.0601;20.4034;2.88131;23.9891
50;100;884;0.08272;238.216;304.469;43.8518;354.278
50;100;155;0.080288;41.7135;53.2133;7.66784;62.0924
50;100;205;0.0816;53.9384;70.5553;10.0241;80.7303
50;100;223;0.078144;59.5579;76.7693;11.0547;89.2581
50;100;749;0.084512;201.877;258.612;37.1392;301.44
50;100;430;0.078816;115.869;148.346;21.1632;172.375
50;100;239;0.081376;63.8522;82.2328;11.6487;95.0794
50;100;83;0.082432;21.9838;28.4131;4.10826;33.2784
50;100;112;0.081696;29.8304;38.4553;5.48608;45.0887
50;100;31;0.078208;7.93783;10.3646;1.44784;12.2467
50;100;108;0.084576;28.7217;37.1496;5.25581;43.144
