dim;size;gen#;spawn(ms);sumSelect(ms);sumCross(ms);sumMutate(ms);sumEval(ms)
2;100;409;0.999232;104.167;24.8162;19.3563;128.263
2;100;124;0.037152;31.1387;7.45107;5.74323;38.3792
2;100;252;0.036512;63.4997;15.277;11.9224;78.0158
2;100;288;0.038016;73.1336;17.3922;13.5952;90.1501
2;100;214;0.038048;54.2546;13.0049;10.0967;66.3025
2;100;383;0.037856;97.4912;23.2203;17.9972;117.87
2;100;208;0.03648;52.5881;12.5685;9.82749;64.6164
2;100;355;0.037472;89.7163;21.3383;16.6626;110.556
2;100;78;0.039488;19.5911;4.65357;3.74874;24.3648
2;100;32;0.038944;7.81277;1.85795;1.44931;10.0037
2;100;66;0.037632;16.3789;3.87558;3.04858;20.155
2;100;35;0.03696;8.53261;2.07776;1.62282;10.6747
2;100;176;0.03776;44.4813;10.5863;8.26899;54.3457
2;100;522;0.038624;132.585;31.52;24.6659;162.347
2;100;212;0.038624;53.6322;12.7781;10.0109;65.5598
2;100;129;0.039488;32.4626;7.67319;6.06253;39.9351
2;100;323;0.036992;82.004;19.5939;15.3554;100.95
2;100;61;0.037952;15.379;3.61715;2.82643;19.0008
2;100;252;0.038016;63.4392;15.1692;11.7942;78.0082
2;100;169;0.036672;42.658;10.048;7.83591;52.0891
2;100;140;0.036896;35.4151;8.456;6.57965;43.3818
2;100;313;0.03872;79.6488;18.814;14.7941;99.503
2;100;9;0.039616;1.99059;0.48416;0.370688;2.70912
2;100;31;0.035168;7.79539;1.82746;1.43219;9.7832
2;100;172;0.038592;44.8055;10.6487;8.36073;54.7864
2;100;5;0.038176;1.00442;0.241216;0.189568;1.54224
2;100;235;0.035904;60.2922;14.385;11.3776;74.4715
2;100;314;0.043456;81.9271;19.4736;15.278;101.293
2;100;25;0.03824;6.43123;1.50845;1.20451;8.11498
2;100;318;0.036896;80.5015;19.0687;15.0117;99.1728
2;100;1040;0.03824;264.085;62.6612;48.9767;322.44
2;100;1041;0.038784;264.13;62.7468;49.0939;322.014
2;100;439;0.037728;111.504;26.4228;20.6518;136.39
2;100;259;0.036864;65.5944;15.5939;12.2212;80.2364
2;100;210;0.037408;52.9554;12.5832;9.90003;64.5464
2;100;189;0.038912;47.558;11.3253;8.8943;58.4968
2;100;212;0.039776;53.2824;12.7376;9.90073;65.8142
2;100;221;0.037536;55.8256;13.3004;10.2922;67.6525
2;100;17;0.038016;4.12237;0.962656;0.770976;5.44627
2;100;59;0.03696;14.5366;3.43526;2.67386;17.9381
2;100;59;0.039008;14.6076;3.47594;2.7088;18.2752
2;100;284;0.036928;71.5092;17.0134;13.3056;87.3832
2;100;204;0.03712;51.3831;12.2872;9.73075;63.1233
2;100;299;0.037312;75.4967;17.9243;14.0728;92.5156
2;100;11;0.036768;2.63795;0.639904;0.47072;3.35414
2;100;344;0.036416;87.4527;20.593;16.0458;106.52
2;100;256;0.03936;64.6341;15.3515;11.9832;78.8071
2;100;810;0.038848;206.061;48.8861;38.1408;251.87
2;100;8;0.039136;1.7785;0.424064;0.326784;2.46541
2;100;101;0.036512;24.9428;5.99325;4.63021;30.729
