gen#;sumfit;avgfit;minfit;maxfit
1;40.0528;8.01055;6.07688;12.9192
2;41.2262;8.24525;3.69245;18.2159
3;34.1921;6.83843;3.69245;16.474
4;31.2438;6.24876;3.69245;16.474
5;22.851;4.57021;0;11.7737
1;46.3737;9.27473;7.15226;11.0198
2;58.7505;11.7501;5.5296;18.3358
3;43.5295;8.7059;5.5296;11.0198
4;58.108;11.6216;4.95864;20.09
5;36.9155;7.3831;4.95864;11.0198
6;62.8603;12.5721;0;41.067
1;45.893;9.17859;6.87489;10.6705
2;49.4589;9.89179;5.62443;14.4203
3;50.4135;10.0827;5.62443;19.1811
4;42.8317;8.56633;5.62443;10.6705
5;37.1709;7.43419;5.4273;10.6705
6;37.3913;7.47825;5.4273;10.1546
7;39.7672;7.95344;4.56936;10.8858
8;39.7672;7.95344;4.56936;10.8858
9;34.4828;6.89656;4.56936;8.2781
10;36.9854;7.39709;4.56936;8.10402
11;41.4937;8.29874;2.05459;15.1271
12;19.3866;3.87733;2.02356;8.76904
13;13.8397;2.76795;1.39557;4.71879
14;10.3875;2.0775;1.39557;3.28456
15;7.93356;1.58671;1.39557;2.05459
16;7.36934;1.47387;1.36589;1.59818
17;8.14428;1.62886;1.01998;2.54684
18;8.65975;1.73195;1.01998;3.43077
19;6.2416;1.24832;1.01998;1.30541
20;5.76159;1.15232;1.01998;1.30541
21;5.20518;1.04104;1.01998;1.12271
22;5.09441;1.01888;1.01675;1.01998
23;4.12165;0.824329;0;1.05037
1;48.2372;9.64744;8.61221;10.8465
2;53.4291;10.6858;4.37168;21.5508
3;54.9147;10.9829;4.01407;24.3444
4;39.4225;7.88449;4.01407;8.8521
5;39.4225;7.88449;4.01407;8.8521
6;34.5844;6.91689;4.01407;8.8521
7;34.5844;6.91689;4.01407;8.8521
8;28.2603;5.65207;2.32923;13.8889
9;18.9843;3.79686;2.02458;4.91751
10;16.7826;3.35653;2.02458;4.58034
11;16.8733;3.37466;1.98466;4.01407
12;14.744;2.94881;1.25481;5.01093
13;7.53703;1.50741;1.24806;1.95595
14;6.7219;1.34438;1.08894;1.77493
15;6.26428;1.25286;1.08894;1.34841
16;6.50768;1.30154;1.07173;1.88655
17;5.7352;1.14704;1.06718;1.36644
18;5.75215;1.15043;1.04077;1.25481
19;5.47234;1.09447;1.04023;1.15812
20;4.85085;0.970169;0;1.5002
1;51.1928;10.2386;5.69002;14.5151
2;76.821;15.3642;5.10506;28.1707
3;65.359;13.0718;5.10506;16.7087
4;98.6201;19.724;0;55.0749
1;55.96;11.192;8.47733;16.2608
2;51.1456;10.2291;5.13572;20.5779
3;34.5522;6.91044;5.13572;8.47733
4;31.2623;6.25246;5.13572;8.47733
5;29.5907;5.91814;5.13572;8.47733
6;29.0202;5.80405;5.13572;8.47733
7;25.6786;5.13572;5.13572;5.13572
8;25.6786;5.13572;5.13572;5.13572
9;32.9396;6.58793;0;17.5325
1;41.3651;8.27302;6.09906;11.2532
2;45.0597;9.01194;3.45358;15.5094
3;42.5093;8.50186;3.45358;18.1997
4;61.8656;12.3731;3.27061;18.742
5;95.1531;19.0306;1.48096;68.9312
6;91.7989;18.3598;1.48096;40.2618
7;81.0339;16.2068;1.48096;40.2618
8;37.4942;7.49884;1.48096;14.2463
9;17.3678;3.47356;1.48096;4.60592
10;11.9732;2.39463;1.48096;4.14125
11;8.788;1.7576;1.48096;2.22677
12;10.8019;2.16037;1.17024;3.11731
13;13.2797;2.65593;1.14653;6.33635
14;6.47721;1.29544;1.14653;1.53294
15;6.53029;1.30606;1.12595;1.48096
16;6.77768;1.35554;1.09025;1.55526
17;5.8553;1.17106;1.08251;1.50203
18;5.49097;1.09819;1.06624;1.15397
19;5.37923;1.07585;1.06624;1.09025
20;5.37923;1.07585;1.06624;1.09025
21;4.74822;0.949645;0.259252;1.29024
22;4.91622;0.983244;0;1.29024
1;48.1274;9.62548;7.89047;12.9695
2;55.3305;11.0661;5.17681;18.0986
3;50.5084;10.1017;4.96182;28.6092
4;25.647;5.12941;4.96182;5.24113
5;33.1198;6.62397;0;17.9551
1;54.4081;10.8816;9.27076;14.6788
2;78.0425;15.6085;5.04332;31.4908
3;41.8955;8.37909;5.04332;14.6788
4;35.5417;7.10833;5.03669;8.38669
5;30.6369;6.12738;5.03669;7.79728
6;27.0404;5.40808;5.03669;5.98939
7;25.4186;5.08372;4.90188;5.39341
8;25.0721;5.01443;4.90188;5.15429
9;32.6545;6.53089;1.02923;16.6367
10;26.7536;5.35071;1.02923;16.6367
11;8.32342;1.66468;1.02923;2.04517
12;5.60278;1.12056;1.02923;1.23007
13;5.41245;1.08249;1.02923;1.1699
14;5.38568;1.07714;1.02923;1.09595
15;5.31945;1.06389;1.02923;1.087
16;5.33863;1.06773;1.02895;1.087
17;5.20358;1.04072;1.01901;1.087
18;5.41008;1.08202;1.00517;1.31904
19;5.65971;1.13194;1.00517;1.31904
20;5.5704;1.11408;1.00517;1.31904
21;4.68014;0.936028;0.436057;1.1352
22;3.97444;0.794888;0.436057;1.06633
23;3.39592;0.679184;0;1.0247
1;65.4508;13.0902;7.3552;16.0318
2;81.4421;16.2884;6.58083;36.3946
3;43.464;8.69279;6.58083;15.7881
4;34.4712;6.89425;6.58083;7.07895
5;34.3294;6.86589;6.58083;6.93715
6;45.5759;9.11518;0;24.7645
1;42.9042;8.58084;3.96956;13.4128
2;38.1547;7.63093;3.96956;15.7126
3;21.6305;4.3261;3.96956;4.5638
4;23.7736;4.75471;2.19996;9.66494
5;12.0415;2.4083;2.19996;2.86531
6;12.3305;2.4661;2.19996;2.86531
7;13.801;2.7602;1.12516;6.07595
8;12.2921;2.45841;1.12516;6.07595
9;6.41293;1.28259;1.12516;1.69726
10;6.04744;1.20949;1.10905;1.3513
11;6.18856;1.23771;1.04244;1.59691
12;5.72584;1.14517;1.04244;1.20316
13;5.73368;1.14674;1.04244;1.20316
14;5.61162;1.12232;0.534365;1.65819
15;3.68069;0.736137;0.534365;1.06604
16;4.27719;0.855438;0.534365;1.01155
17;3.35476;0.670951;0.534365;1.01155
18;3.37741;0.675482;0.534365;0.907855
19;2.89142;0.578285;0.534365;0.654729
20;2.71328;0.542656;0.534365;0.54483
21;2.70322;0.540644;0.534365;0.54483
22;2.62166;0.524332;0;1.01857
1;44.2718;8.85436;7.40499;10.8871
2;48.8258;9.76516;4.80396;18.7395
3;30.7117;6.14233;4.80396;9.53525
4;25.7284;5.14569;4.80396;5.37351
5;26.298;5.2596;4.80396;5.37351
6;34.5736;6.91473;0;18.4531
1;44.8384;8.96768;5.46692;15.7905
2;40.9267;8.18535;5.3344;16.1552
3;41.3492;8.26985;0;24.9485
1;44.9476;8.98952;5.01253;13.7091
2;43.909;8.7818;2.22187;15.9766
3;58.9721;11.7944;2.22187;30.6342
4;11.6337;2.32673;2.17744;2.79062
5;13.1506;2.63013;0;5.91627
1;53.6925;10.7385;7.33009;15.5468
2;69.1377;13.8275;1.62293;26.3677
3;49.6076;9.92151;1.62293;26.2165
4;21.4677;4.29355;1.62293;6.41107
5;24.2077;4.84154;1.62293;6.41107
6;24.2077;4.84154;1.62293;6.41107
7;37.9607;7.59214;0;16.5397
1;45.4279;9.08557;6.59058;13.1975
2;47.9451;9.58901;2.95775;18.9419
3;36.5322;7.30644;2.95775;13.8027
4;30.8775;6.17551;2.95775;9.40109
5;31.4695;6.2939;1.19575;19.0207
6;9.3801;1.87602;1.19575;2.70081
7;8.6295;1.7259;1.19575;2.95775
8;6.45067;1.29013;1.19575;1.37304
9;6.09533;1.21907;1.17059;1.37304
10;6.40108;1.28022;1.07214;1.75727
11;5.57937;1.11587;1.07214;1.17777
12;5.49841;1.09968;1.05969;1.17777
13;5.34554;1.06911;1.05969;1.07585
14;5.30793;1.06159;1.05969;1.06506
15;5.30075;1.06015;1.05962;1.06113
16;5.30036;1.06007;1.05962;1.06018
17;4.62527;0.925054;0.206453;1.23938
18;4.39671;0.879343;0.206453;1.05962
19;4.11118;0.822235;0.206453;1.01139
20;3.98954;0.797909;0.206453;1.01184
21;4.16607;0.833214;0.206453;1.00837
22;3.81538;0.763076;0.206453;0.948628
23;2.97177;0.594354;0.206453;0.866737
24;3.19107;0.638214;0.130181;1.04781
25;2.6002;0.520039;0.130181;0.866737
26;2.05188;0.410376;0.130181;0.866737
27;1.83768;0.367536;0.130181;0.75224
28;1.02738;0.205477;0.130181;0.31842
29;0.935328;0.187066;0.0735125;0.471274
30;0.810043;0.162009;0;0.454365
1;37.9302;7.58605;5.46908;9.10292
2;47.4553;9.49107;2.77271;18.0907
3;25.0556;5.01111;2.77271;8.74637
4;22.3548;4.47097;2.77271;8.74637
5;21.6685;4.33369;2.65895;8.74637
6;20.9052;4.18104;2.20141;7.7996
7;16.1191;3.22381;2.20141;3.47942
8;14.8411;2.96821;2.20141;3.47942
9;14.0307;2.80614;2.20141;3.47942
10;17.4136;3.48271;1.04403;5.68496
11;14.1111;2.82223;1.04403;4.03369
12;10.0909;2.01818;1.04403;3.47942
13;8.72571;1.74514;1.04403;3.47942
14;6.6826;1.33652;1.04403;2.14272
15;5.94082;1.18816;1.04403;1.38992
16;5.22013;1.04403;1.04403;1.04403
17;4.35778;0.871556;0;1.22571
1;48.4051;9.68102;5.27923;12.1047
2;39.7363;7.94726;4.70288;12.4354
3;30.9285;6.1857;4.70288;9.17886
4;27.9904;5.59807;4.70288;9.17886
5;29.9244;5.98489;0;15.8158
1;34.9717;6.99433;4.0383;10.7148
2;30.4459;6.08919;4.0383;9.53889
3;26.4163;5.28326;4.0383;5.85029
4;36.3022;7.26044;0;19.0349
1;49.6544;9.93087;8.01611;11.3902
2;64.6006;12.9201;6.441;20.3984
3;53.3145;10.6629;6.441;24.376
4;46.0708;9.21416;4.25327;16.1455
5;33.8877;6.77754;4.25327;9.61553
6;32.313;6.4626;4.25327;9.61553
7;33.7156;6.74311;0;14.6506
1;53.1963;10.6393;8.89544;12.7968
2;76.8653;15.3731;5.9042;33.0114
3;107.755;21.5511;0;47.5527
1;45.6811;9.13623;7.46113;10.3145
2;50.1594;10.0319;6.51758;13.6979
3;46.4428;9.28856;6.51758;9.9813
4;46.4428;9.28856;6.51758;9.9813
5;52.9136;10.5827;1.59446;24.839
6;56.3774;11.2755;1.59446;24.839
7;28.1108;5.62217;1.59446;9.9813
8;17.1506;3.43011;1.59446;9.9813
9;8.95502;1.791;0;3.35563
1;49.8451;9.96902;8.04007;12.4807
2;45.7356;9.14712;8.04007;12.4807
3;55.8353;11.1671;0;30.6205
1;46.9682;9.39365;6.79163;13.0855
2;53.6879;10.7376;4.46763;22.1292
3;30.071;6.0142;4.46763;9.26404
4;26.6786;5.33572;4.13063;7.35096
5;24.3762;4.87523;4.13063;6.33678
6;28.1636;5.63272;1.56558;14.0242
7;14.7003;2.94006;1.56558;4.16818
