gen#;sumfit;avgfit;minfit;maxfit
1;841.306;168.261;154.9;176.317
2;1195.67;239.134;86.6489;400.166
3;946.779;189.356;86.6489;373.362
4;1191.4;238.279;77.1607;408.158
5;880.274;176.055;77.1607;379.015
6;922.647;184.529;62.6541;379.015
7;1052.06;210.413;62.6541;379.015
8;1122.74;224.548;62.6541;379.015
9;948.21;189.642;62.6541;379.015
10;846.027;169.205;62.6541;283.383
11;842.303;168.461;62.6541;311.537
12;1082.88;216.576;62.6541;552.219
13;723.914;144.783;62.6541;213.163
14;464.91;92.9819;62.6541;115.543
15;672.602;134.52;38.9098;255.568
16;510.723;102.145;38.9098;212.885
17;502.906;100.581;32.1206;191.935
18;329.514;65.9028;32.1206;115.224
19;366.371;73.2742;19.2119;137.711
20;472.971;94.5941;19.2119;363.372
21;376.134;75.2269;5.09383;118.695
22;308.556;61.7112;5.09383;149.424
23;215.222;43.0444;5.09383;93.3875
24;58.7815;11.7563;5.09383;16.937
25;78.2523;15.6505;5.09383;31.8972
26;55.2366;11.0473;5.09383;20.9842
27;55.7474;11.1495;5.09383;20.9842
28;78.7855;15.7571;0;28.4806
1;867.462;173.492;158.811;185.997
2;1281.75;256.349;87.3897;454.27
3;1045.04;209.008;87.3897;442.573
4;1228.33;245.666;24.3057;433.771
5;986.737;197.347;24.3057;372.87
6;591.674;118.335;24.3057;248.655
7;1170.29;234.059;20.6734;505.185
8;1011.63;202.327;20.6734;564.181
9;804.018;160.804;20.6734;248.655
10;460.81;92.162;20.6734;242.642
11;238.851;47.7703;20.6734;94.0935
12;261.718;52.3435;12.661;94.0935
13;229.507;45.9013;12.661;129.684
14;175.024;35.0048;12.661;62.5986
15;167.033;33.4067;12.661;84.4015
16;200.86;40.172;12.661;90.0732
17;280.563;56.1125;8.01788;169.983
18;134.369;26.8738;8.01788;51.6785
19;169.973;33.9945;8.01788;53.7167
20;194.04;38.808;8.01788;98.9236
21;200.092;40.0183;3.25025;98.9236
22;144.047;28.8094;3.25025;90.4469
