gen#;sumfit;avgfit;minfit;maxfit
1;217.479;43.4959;38.55;51.4805
2;300.763;60.1526;21.4588;115.552
3;198.229;39.6457;19.415;73.7429
4;186.104;37.2209;12.385;69.7102
5;249.742;49.9485;12.385;184.783
6;98.5864;19.7173;12.385;49.0466
7;72.9721;14.5944;6.56976;29.8305
8;50.3923;10.0785;6.56976;12.385
9;50.5398;10.108;6.56976;12.385
10;62.2282;12.4456;2.39244;25.6532
11;24.335;4.867;2.39244;8.20763
12;25.9273;5.18545;2.39244;8.40005
13;15.1699;3.03398;2.39244;3.67131
14;12.3632;2.47263;2.35445;2.83139
15;12.105;2.42099;2.2482;2.71743
16;15.177;3.03539;1.05012;6.63042
17;11.7069;2.34138;1.05012;3.19244
18;9.44503;1.88901;1.05012;2.48582
19;5.89267;1.17853;1.05012;1.39045
20;5.41903;1.08381;1.03088;1.11447
21;5.38294;1.07659;1.03088;1.12989
22;5.35446;1.07089;1.03088;1.12989
23;5.32384;1.06477;1.02982;1.11978
24;5.18755;1.03751;1.02982;1.04846
25;4.96714;0.993428;0.712749;1.123
26;4.81676;0.963352;0.712749;1.04397
27;4.45429;0.890859;0.337191;1.05998
28;4.55921;0.911842;0.337191;1.05998
29;4.4202;0.884039;0;1.24011
1;209.219;41.8437;34.9156;48.2
2;260.95;52.19;25.6422;97.1943
3;278.312;55.6624;20.5161;113.806
4;515.877;103.175;5.74301;292.425
5;195.256;39.0512;5.74301;84.8013
6;171.185;34.2369;5.74301;84.8013
7;141.41;28.282;5.74301;88.3697
8;117.256;23.4513;5.74301;28.4463
9;114.984;22.9969;5.74301;28.4463
10;58.6325;11.7265;5.74301;21.6987
11;69.4331;13.8866;5.74301;26.1745
12;41.7019;8.34038;5.74301;12.5393
13;36.4181;7.28362;4.64661;14.5424
14;36.1046;7.22093;0;19.972
1;225.021;45.0042;36.1005;52.3168
2;280.149;56.0298;18.7542;98.3234
3;224.372;44.8743;18.7542;116.051
4;171.618;34.3237;18.7542;44.7033
5;157.197;31.4394;0;72.0168
1;202.903;40.5806;35.2411;48.0332
2;236.923;47.3847;22.6438;82.8825
3;278.146;55.6292;22.2575;71.1815
4;164.264;32.8529;22.2575;66.4248
5;140.262;28.0524;22.2575;29.5604
6;140.183;28.0366;22.2575;29.4813
7;196.146;39.2291;0;114.925
1;188.482;37.6963;30.3574;42.0145
2;262.001;52.4003;19.6539;97.4972
3;317.481;63.4963;19.6539;97.4972
4;151.498;30.2996;19.6539;57.1521
5;215.046;43.0091;6.61739;96.2618
6;92.8296;18.5659;6.61739;23.3162
7;92.5601;18.512;6.61739;23.3162
8;85.7348;17.147;6.61739;23.7666
