dim;size;gen#;spawn(ms);sumSelect(ms);sumCross(ms);sumMutate(ms);sumEval(ms)
5;5;111;0.558624;26.6065;8.26416;5.45001;36.778
5;5;61;0.036384;14.2994;4.39155;2.88298;19.1583
5;5;5;0.040224;0.939712;0.291776;0.187936;1.58749
5;5;12;0.041792;2.73114;0.837056;0.550304;3.76256
5;5;113;0.04304;27.0122;8.45463;5.63216;35.5668
5;5;76;0.036;17.7013;5.59306;3.56374;23.9076
5;5;51;0.035584;12.1734;3.75373;2.42317;16.1956
5;5;68;0.041888;16.6133;5.19885;3.55821;22.0089
5;5;7;0.0416;1.48282;0.446048;0.288224;2.39184
5;5;73;0.041408;20.1808;5.81782;3.99757;26.2009
5;5;27;0.03824;6.57773;1.94518;1.25526;8.61312
5;5;110;0.042208;25.7117;7.97328;5.1368;34.5898
5;5;70;0.034752;16.1268;5.03917;3.21261;22.0775
5;5;49;0.042048;11.3889;3.50816;2.24192;15.2
5;5;87;0.035968;20.2506;6.31939;4.12685;27.5675
5;5;86;0.041664;19.8999;6.18506;3.99277;26.8619
5;5;72;0.045536;16.662;5.15901;3.46883;22.6605
5;5;30;0.036512;6.76861;2.16717;1.38854;9.47725
5;5;63;0.035328;14.9254;4.63203;2.97075;19.8608
5;5;58;0.039872;14.0292;4.33738;2.7432;18.4985
5;5;99;0.042464;23.7658;7.24451;4.77034;31.2021
5;5;64;0.037312;15.9401;4.69174;3.05699;20.5283
5;5;128;0.037856;30.8798;9.47232;6.36182;41.1164
5;5;53;0.041824;12.6611;3.87363;2.57488;16.6722
5;5;46;0.036256;10.9662;3.35795;2.18864;14.4065
5;5;13;0.04192;2.8632;0.873952;0.570208;4.19226
5;5;47;0.050016;11.0924;3.5008;2.26035;14.842
5;5;50;0.093856;11.7967;3.60461;2.35478;16.0276
5;5;14;0.077312;3.0775;0.9504;0.618272;4.43434
5;5;86;0.048224;20.2894;6.28902;4.10829;27.5081
5;5;28;0.085824;6.42902;1.9744;1.27008;9.14054
5;5;87;0.069728;20.5357;6.36682;4.11056;27.6074
5;5;65;0.070976;15.2317;4.73238;3.1121;20.7265
5;5;95;0.057792;22.1683;6.98314;4.48666;29.9955
5;5;134;0.048928;31.5545;9.8416;6.43494;42.7596
5;5;85;0.0472;20.6585;6.37731;4.30336;27.6074
5;5;6;0.040448;1.28323;0.37456;0.255168;2.06003
5;5;53;0.050208;12.3728;3.84538;2.49075;17.0076
5;5;57;0.062304;13.2587;4.09648;2.69402;18.3133
5;5;74;0.047552;18.4607;5.59136;3.7161;24.5744
5;5;164;0.042112;38.4626;12.0234;7.71098;51.5633
5;5;92;0.047904;21.6758;6.7377;4.40759;29.2481
5;5;84;0.066208;19.7255;6.09715;3.94554;26.3779
5;5;92;0.05584;22.1289;6.84202;4.50006;29.6191
5;5;30;0.075648;7.00397;2.13248;1.35853;9.4969
5;5;12;0.095328;2.69533;0.806496;0.575392;4.14205
5;5;8;0.098816;1.7048;0.545344;0.343392;2.59302
5;5;95;0.050752;23.2412;7.0744;4.70451;31.0206
5;5;54;0.039072;12.8758;4.14179;2.58362;17.3215
5;5;72;0.058208;16.9803;5.24131;3.40752;22.8622
