gen#;sumfit;avgfit;minfit;maxfit
1;79.2864;15.8573;13.0837;19.5675
2;99.907;19.9814;7.74135;33.4633
3;71.92;14.384;6.57382;23.0699
4;54.5369;10.9074;6.57382;19.5675
5;68.7984;13.7597;5.48545;22.4523
6;40.6848;8.13696;5.48545;15.3775
7;49.5928;9.91857;3.44818;22.888
8;28.5833;5.71666;3.44818;8.55099
9;43.4785;8.6957;2.4144;17.8921
10;24.7816;4.95633;2.4144;6.65098
11;12.0719;2.41437;2.41428;2.4144
12;16.2576;3.25152;0;6.65712
1;86.5743;17.3149;16.1483;18.8204
2;106.013;21.2026;8.80093;44.2392
3;89.4802;17.896;8.80093;43.15
4;50.7274;10.1455;8.80093;12.5784
5;52.9278;10.5856;8.80093;13.9466
6;44.005;8.80099;8.80093;8.80126
7;44.005;8.80099;8.80093;8.80126
8;44.005;8.80099;8.80093;8.80126
9;44.005;8.80099;8.80093;8.80126
10;44.005;8.80099;8.80093;8.80126
11;44.005;8.80099;8.80093;8.80126
12;56.1265;11.2253;4.93009;20.4031
13;24.6504;4.93009;4.93009;4.93009
14;24.6504;4.93009;4.93009;4.93009
15;34.4096;6.88192;0;16.7204
1;95.3958;19.0792;16.7157;21.277
2;122.351;24.4701;8.98275;52.0006
3;73.8594;14.7719;8.98275;21.277
4;60.4041;12.0808;6.79099;21.7715
5;42.722;8.5444;6.79099;8.98275
6;40.0843;8.01687;5.88762;9.66897
7;35.8127;7.16255;5.88762;8.98275
8;35.8818;7.17636;5.88762;8.12926
9;39.1012;7.82024;3.90161;12.8755
10;33.7397;6.74793;1.67614;14.1177
11;51.4707;10.2941;1.67614;14.1177
12;55.3743;11.0749;1.67614;16.2907
13;34.2493;6.84987;1.67614;9.17191
14;25.3478;5.06957;1.67614;9.17191
15;10.4759;2.09518;1.67614;2.42135
16;10.5338;2.10675;1.67614;3.32853
17;9.8596;1.97192;1.67614;2.42135
18;10.7232;2.14464;1.13092;3.61411
19;7.73925;1.54785;1.13092;1.72283
20;8.02093;1.60419;1.13092;1.72283
21;7.95786;1.59157;1.13092;1.72239
22;7.29272;1.45854;1.13092;1.72239
23;6.33539;1.26708;1.08477;1.61601
24;5.68862;1.13772;1.08477;1.16867
25;6.21851;1.2437;1.03696;1.49297
26;6.55284;1.31057;1.03696;1.49297
27;7.00885;1.40177;1.03696;1.49297
28;6.87808;1.37562;1.03696;1.84394
29;7.44134;1.48827;1.03696;2.10717
30;7.61357;1.52271;1.03696;1.7663
31;7.59086;1.51817;1.03696;1.77828
32;8.01911;1.60382;1.03696;2.90907
33;8.60525;1.72105;1.03696;2.26707
34;8.1895;1.6379;1.03696;1.80291
35;6.5727;1.31454;1.03696;1.78321
36;5.33658;1.06732;1.03696;1.09582
37;5.32305;1.06461;0.973707;1.1629
38;5.08446;1.01689;0.973707;1.03714
39;5.01564;1.00313;0.959924;1.03696
40;5.07605;1.01521;0.959924;1.04211
41;5.07213;1.01443;0.959924;1.03934
42;5.05262;1.01052;0.950014;1.02727
43;5.04861;1.00972;0.950014;1.02727
44;4.17382;0.834765;0;1.10485
1;97.4701;19.494;16.1227;23.4634
2;122.13;24.426;10.0176;41.7804
3;147.615;29.523;9.84735;62.2361
4;142.696;28.5393;9.77089;58.6005
5;71.2893;14.2579;9.77089;20.5385
6;62.5183;12.5037;9.77089;18.4168
7;87.0078;17.4016;7.41228;35.4441
8;90.9646;18.1929;1.21259;37.0275
9;95.845;19.169;1.21259;37.0275
10;63.9903;12.7981;1.21259;37.0275
11;16.6318;3.32637;1.21259;6.98435
12;6.06297;1.21259;1.21259;1.21259
13;6.06297;1.21259;1.21259;1.21259
14;6.06296;1.21259;1.21259;1.21259
15;5.48815;1.09763;0;1.85037
1;81.7985;16.3597;12.2642;19.2025
2;106.841;21.3682;11.219;38.0145
3;104.166;20.8332;11.219;38.0145
4;79.1623;15.8325;7.70759;27.0603
5;77.193;15.4386;7.70759;27.0603
6;116.487;23.2973;2.54292;44.4276
7;54.8658;10.9732;2.54292;23.172
8;26.022;5.20439;1.88117;8.55435
9;22.9805;4.59611;1.72654;5.96367
10;13.5906;2.71811;1.72654;4.23983
11;10.1881;2.03762;1.72654;2.24091
12;12.7273;2.54546;1.11139;4.88356
13;9.70467;1.94093;1.11139;2.25055
14;9.19874;1.83975;1.11139;2.12091
15;7.59555;1.51911;1.11139;2.17814
16;6.40936;1.28187;1.11139;1.59056
17;5.7193;1.14386;1.11139;1.19714
18;5.65883;1.13177;1.11139;1.15443
