gen#;sumfit;avgfit;minfit;maxfit
1;218.314;43.6628;38.9965;54.8758
2;290.529;58.1057;29.0751;96.3275
3;488.635;97.7269;29.0751;157.995
4;729.668;145.934;7.48812;473.982
5;136.289;27.2577;7.48812;67.3219
6;150.633;30.1266;3.43654;61.1268
7;114.718;22.9436;3.43654;64.4388
8;126.587;25.3175;3.43654;64.4388
9;48.1792;9.63583;3.43654;24.7592
10;49.5941;9.91883;1.59368;23.4883
11;41.568;8.31361;1.59368;16.7969
12;25.5198;5.10396;1.59368;6.05564
13;37.3178;7.46355;1.46982;19.4439
14;31.5394;6.30788;1.46982;12.7601
15;18.7467;3.74935;1.46982;8.98177
16;20.4221;4.08442;1.46982;8.98177
17;18.3899;3.67798;1.38937;8.98177
18;12.2112;2.44223;1.38937;4.02764
19;9.82377;1.96475;1.38937;2.88206
20;9.50461;1.90092;1.38937;2.3936
21;18.2145;3.64291;1.38937;6.57439
22;17.3453;3.46907;1.38937;6.57439
23;14.2938;2.85877;1.38937;6.57439
24;10.8903;2.17805;1.38937;2.94889
25;9.37542;1.87508;1.38937;2.53737
26;12.6905;2.5381;1.38937;3.91908
27;17.2843;3.45686;1.25825;6.12698
28;11.6083;2.32167;1.25825;4.37613
29;11.0333;2.20666;1.05193;4.90652
30;8.34111;1.66822;1.05193;2.63875
31;6.31593;1.26319;1.05193;1.65651
32;6.2454;1.24908;1.05193;1.92122
33;6.45885;1.29177;0.999963;1.92122
34;5.71801;1.1436;0.999963;1.24023
35;5.52731;1.10546;0.870195;1.21019
36;5.38185;1.07637;0.870195;1.21019
37;5.22043;1.04409;0.870195;1.12175
38;5.11753;1.02351;0.870195;1.11363
39;5.10532;1.02106;0.870195;1.11363
40;5.0306;1.00612;0.870195;1.07061
41;4.88838;0.977676;0.768126;1.04503
42;4.59839;0.919679;0.512869;1.06111
43;4.88674;0.977348;0.512869;1.21073
44;4.42693;0.885386;0.512869;1.09438
45;4.652;0.9304;0.512869;1.1423
46;4.52358;0.904716;0.512869;1.04682
47;3.98671;0.797341;0.216194;1.08854
48;4.10392;0.820784;0.216194;1.08854
49;3.17084;0.634168;0.216194;1.04584
50;2.37422;0.474845;0.216194;0.671359
51;2.18387;0.436773;0.216194;0.777833
52;1.96981;0.393962;0.153779;0.789653
53;1.38722;0.277444;0.153779;0.343939
54;1.50306;0.300611;0.153779;0.526591
55;1.9667;0.393339;0.13937;0.651202
56;1.47274;0.294548;0.13937;0.44996
57;1.86889;0.373778;0.112317;0.574619
58;1.69003;0.338005;0.112317;0.617879
59;2.0029;0.400579;0.079899;0.606108
60;1.6234;0.32468;0.079899;0.522094
61;1.5622;0.31244;0.079899;0.522094
62;1.17098;0.234196;0.0606737;0.39438
63;1.43949;0.287897;0.0606737;0.772491
64;1.13512;0.227025;0.0606737;0.39438
65;0.734424;0.146885;0.0606737;0.359037
66;0.47346;0.0946921;0.0606737;0.186429
67;0.406314;0.0812628;0.0606737;0.108438
68;0.348204;0.0696409;0.0606737;0.0943631
69;0.420575;0.0841149;0.0600882;0.159607
70;0.383623;0.0767247;0.0600882;0.0927801
71;0.365778;0.0731556;0.0600882;0.0868973
72;0.330194;0.0660387;0.0600882;0.0752352
73;0.403795;0.080759;0.0600882;0.131905
74;0.472399;0.0944798;0.00830474;0.225643
75;0.493207;0.0986413;0.00830474;0.22392
76;0.27848;0.055696;0.00830474;0.123089
77;0.206121;0.0412242;0.002117;0.0686846
78;0.322442;0.0644883;0;0.249655
1;231.602;46.3204;41.2798;53.2896
2;369.91;73.9819;16.589;127.117
3;585.855;117.171;8.16608;280.398
4;464.361;92.8721;8.16608;127.117
5;398.408;79.6816;8.16608;184.935
6;266.298;53.2596;8.16608;75.4613
7;248.137;49.6274;8.16608;75.4613
8;193.341;38.6681;8.16608;57.5279
9;147.346;29.4692;8.16608;47.0109
10;186.454;37.2908;8.16608;84.7138
11;109.878;21.9757;8.16608;37.0846
12;106.774;21.3548;8.16608;37.0846
13;157.615;31.5231;4.25204;99.6985
14;74.1332;14.8266;4.25204;47.6464
15;51.3216;10.2643;4.25204;18.2406
16;55.8563;11.1713;1.7522;17.7757
17;44.3553;8.87105;1.7522;17.7757
18;32.0906;6.41811;1.7522;17.7757
19;23.2962;4.65925;1.7522;7.46249
20;20.2508;4.05015;1.7522;4.93621
21;19.4832;3.89664;1.7522;9.53334
22;24.9708;4.99416;1.7522;13.2405
23;18.3951;3.67902;1.7522;7.58853
24;15.8814;3.17627;1.7522;5.83471
25;16.6266;3.32532;1.7522;5.02858
26;23.2718;4.65435;1.46914;11.9328
27;14.3084;2.86169;1.46914;5.70704
28;15.119;3.0238;1.45476;5.69113
29;12.519;2.5038;1.45476;5.2804
30;15.1801;3.03602;1.17317;4.84693
31;12.1863;2.43725;1.17317;4.14322
32;12.9634;2.59269;1.17317;5.2804
33;9.03466;1.80693;1.17317;2.4221
34;6.57155;1.31431;1.17317;1.45883
35;7.83604;1.56721;1.05116;2.02727
36;7.48954;1.49791;1.05116;2.52202
37;8.41719;1.68344;0.98891;3.96553
38;6.5518;1.31036;0.98891;2.19685
39;5.2875;1.0575;0.98891;1.15827
40;5.07596;1.01519;0.801962;1.12664
41;5.05222;1.01044;0.801962;1.15511
42;4.76851;0.953703;0.801962;1.11732
43;4.33747;0.867494;0.221916;1.05299
44;3.90685;0.781369;0.221916;0.994409
45;3.54155;0.70831;0.221916;0.966466
46;2.53837;0.507674;0.221916;0.833986
47;1.81557;0.363113;0.221916;0.72839
48;2.34881;0.469761;0.147591;0.737654
49;2.20564;0.441128;0.147591;0.733171
50;1.87878;0.375756;0.147591;0.590981
51;1.756;0.351201;0.147591;0.475669
52;1.45134;0.290268;0.147591;0.590981
53;1.89277;0.378554;0.147591;0.594591
54;2.11732;0.423464;0.0960116;0.753004
55;1.55388;0.310775;0.0960116;0.604546
56;1.09221;0.218443;0.00706139;0.373234
57;0.625128;0.125026;0.00706139;0.278083
58;0.416736;0.0833471;0.00706139;0.154844
59;0.382504;0.0765007;0.00706139;0.125982
60;0.241091;0.0482181;0.00706139;0.0907382
61;0.0909367;0.0181873;0.00706139;0.0389289
62;0.121079;0.0242158;0.00706139;0.0389289
63;0.120996;0.0241992;0.00706139;0.0389289
64;0.152051;0.0304101;0.00602906;0.0881325
65;0.101122;0.0202244;0.00602906;0.0449565
66;0.063817;0.0127634;0.00602906;0.017762
67;0.0507377;0.0101475;0.00602906;0.0207668
68;0.0700706;0.0140141;0.00330605;0.0259386
69;0.0616927;0.0123385;0.00330605;0.0177578
70;0.0564818;0.0112964;0.000484846;0.0177578
71;0.0419799;0.00839598;0.000484846;0.0171535
72;0.02383;0.004766;0.000484846;0.0112266
73;0.0156332;0.00312665;0.000484846;0.00709086
74;0.00804066;0.00160813;0.000484846;0.00236526
75;0.00727621;0.00145524;0.000484846;0.00206517
76;0.00832406;0.00166481;0.000484846;0.00456289
77;0.00698464;0.00139693;0.000484846;0.00190796
78;0.00374581;0.000749161;0.000484846;0.000930574
79;0.00625353;0.00125071;6.37368e-005;0.00325002
80;0.00705257;0.00141051;6.37368e-005;0.00251791
