dim;size;gen#;spawn(ms);sumSelect(ms);sumCross(ms);sumMutate(ms);sumEval(ms)
2;5;109;1.11734;25.432;6.50448;5.18336;34.6114
2;5;77;0.038496;17.8928;4.5592;3.6063;23.495
2;5;121;0.034656;28.2579;7.26979;5.71245;37.1637
2;5;27;0.036032;6.16982;1.59283;1.22544;8.43149
2;5;77;0.03904;17.7857;4.62445;3.61555;23.7176
2;5;46;0.0344;10.5419;2.70122;2.13539;14.1271
2;5;120;0.034784;28.3807;7.38602;5.87581;37.4788
2;5;128;0.0352;29.753;7.65047;6.00006;39.3501
2;5;127;0.039584;30.3486;7.70998;6.04566;39.9025
2;5;205;0.033248;47.9123;12.3158;9.61347;63.4538
2;5;106;0.040928;24.7235;6.4295;5.00371;32.77
2;5;15;0.034496;3.32646;0.835936;0.665824;4.54461
2;5;233;0.034304;54.5449;14.2536;11.0906;71.8584
2;5;28;0.052256;6.68394;1.66464;1.3193;8.8567
2;5;85;0.039552;20.1088;5.22413;4.08534;26.7366
2;5;179;0.039168;41.5021;10.7315;8.4384;55.4138
2;5;220;0.035616;50.9992;13.2264;10.3544;67.5885
2;5;61;0.038944;13.8791;3.56842;2.78576;19.0339
2;5;165;0.03872;37.6454;9.71664;7.61318;49.7152
2;5;120;0.03312;28.1426;7.19533;5.58998;37.2779
2;5;78;0.034464;18.1784;4.71238;3.82918;23.9757
2;5;238;0.058112;55.2157;14.2013;11.147;72.8821
2;5;248;0.038912;57.133;14.7985;11.544;75.0302
2;5;121;0.039488;28.1504;7.35498;5.75693;36.9033
2;5;34;0.037504;7.6617;1.98848;1.60458;10.8873
2;5;145;0.049792;33.5462;8.64602;6.77517;44.0587
2;5;115;0.053408;27.089;7.13069;5.46393;35.3704
2;5;18;0.047328;4.03139;1.03363;0.79888;5.49888
2;5;128;0.048;29.8975;7.72749;6.18307;40.005
2;5;73;0.040352;17.2117;4.44774;3.50147;22.9837
2;5;55;0.051776;13.1272;3.31654;2.62362;17.1827
2;5;126;0.047808;29.8222;7.7599;6.03481;39.3123
2;5;3;0.059936;0.484896;0.125248;0.09712;0.955456
2;5;23;0.042688;5.24637;1.35245;1.05814;7.20784
2;5;35;0.042368;8.05011;2.09686;1.72378;10.8246
2;5;100;0.047488;23.6431;6.03238;4.79926;31.2856
2;5;123;0.054784;28.9109;7.39785;5.8585;38.1302
2;5;225;0.056064;51.5071;13.306;10.3392;67.7143
2;5;39;0.074816;9.12883;2.2865;1.87296;12.4302
2;5;97;0.062592;22.7635;5.9351;4.59994;30.2746
2;5;89;0.045216;21.0103;5.41555;4.25456;27.9255
2;5;251;0.052672;59.1151;15.1418;11.9684;77.8092
2;5;171;0.036896;40.2647;10.2997;8.0695;52.5985
2;5;125;0.03728;28.8736;7.49479;5.88291;38.2746
2;5;93;0.089216;21.1857;5.4767;4.42266;28.8288
2;5;122;0.037056;29.0311;7.36118;5.85075;37.7736
2;5;56;0.039872;13.2953;3.42362;2.7832;17.9774
2;5;118;0.082464;27.316;7.03053;5.49526;36.1229
2;5;109;0.056704;25.558;6.5432;5.17773;33.8296
2;5;128;0.056352;29.985;7.74573;6.02234;40.109
