gen#;sumfit;avgfit;minfit;maxfit
1;7.21282;3.60641;3.55654;3.65628
2;7.21282;3.60641;3.55654;3.65628
3;7.21282;3.60641;3.55654;3.65628
4;12.79;6.39502;1.20099;11.589
5;2.40198;1.20099;1.20099;1.20099
6;2.40198;1.20099;1.20099;1.20099
7;1.77867;0.889336;0;1.77867
1;2.27205;1.13602;0.139724;2.13233
2;0.279448;0.139724;0.139724;0.139724
3;0.279448;0.139724;0.139724;0.139724
4;0.279448;0.139724;0.139724;0.139724
5;0.279448;0.139724;0.139724;0.139724
6;0.279448;0.139724;0.139724;0.139724
7;0.555215;0.277607;0;0.555215
1;5.43675;2.71837;2.64802;2.78873
2;5.92042;2.96021;2.64802;3.27239
3;4.79184;2.39592;2.28517;2.50667
4;4.93319;2.4666;2.28517;2.64802
5;4.57034;2.28517;2.28517;2.28517
6;4.57034;2.28517;2.28517;2.28517
7;4.57034;2.28517;2.28517;2.28517
8;7.81144;3.90572;0;7.81144
1;6.96327;3.48163;3.06439;3.89888
2;6.66406;3.33203;1.92407;4.73998
3;3.84815;1.92407;1.92407;1.92407
4;3.84815;1.92407;1.92407;1.92407
5;7.66051;3.83025;0;7.66051
1;6.6341;3.31705;3.048;3.5861
2;8.54703;4.27352;1.3141;7.23293
3;2.6282;1.3141;1.3141;1.3141
4;2.6282;1.3141;1.3141;1.3141
5;2.6282;1.3141;1.3141;1.3141
6;2.6282;1.3141;1.3141;1.3141
7;2.6282;1.3141;1.3141;1.3141
8;2.6282;1.3141;1.3141;1.3141
9;2.6282;1.3141;1.3141;1.3141
10;2.44443;1.22222;0;2.44443
1;5.73341;2.8667;2.73757;2.99584
2;7.34271;3.67136;2.25421;5.08851
3;4.50841;2.25421;2.25421;2.25421
4;4.50841;2.25421;2.25421;2.25421
5;5.29487;2.64744;0;5.29487
1;6.72063;3.36031;1.89324;4.82739
2;3.78648;1.89324;1.89324;1.89324
3;3.78648;1.89324;1.89324;1.89324
4;3.78648;1.89324;1.89324;1.89324
5;3.78648;1.89324;1.89324;1.89324
6;3.78648;1.89324;1.89324;1.89324
7;3.78648;1.89324;1.89324;1.89324
8;3.78648;1.89324;1.89324;1.89324
9;3.78648;1.89324;1.89324;1.89324
10;3.78648;1.89324;1.89324;1.89324
11;5.46321;2.73161;0;5.46321
1;3.62559;1.8128;1.447;2.1786
2;3.62559;1.8128;1.447;2.1786
3;3.62559;1.8128;1.447;2.1786
4;3.62559;1.8128;1.447;2.1786
5;2.89399;1.447;1.447;1.447
6;2.89399;1.447;1.447;1.447
7;2.89399;1.447;1.447;1.447
8;2.89399;1.447;1.447;1.447
9;2.89399;1.447;1.447;1.447
10;2.89399;1.447;1.447;1.447
11;2.89399;1.447;1.447;1.447
12;2.18963;1.09482;0;2.18963
1;6.1685;3.08425;2.64318;3.52532
2;6.1685;3.08425;2.64318;3.52532
3;5.56994;2.78497;2.64318;2.92676
4;10.6864;5.34321;1.08212;9.60429
5;2.16425;1.08212;1.08212;1.08212
6;2.16425;1.08212;1.08212;1.08212
7;2.16425;1.08212;1.08212;1.08212
8;2.16425;1.08212;1.08212;1.08212
9;2.16425;1.08212;1.08212;1.08212
10;2.16425;1.08212;1.08212;1.08212
11;2.16425;1.08212;1.08212;1.08212
12;0.413134;0.206567;0;0.413134
1;6.75225;3.37613;2.40514;4.34711
2;4.81029;2.40514;2.40514;2.40514
3;4.81029;2.40514;2.40514;2.40514
4;7.31764;3.65882;0;7.31764
1;4.90598;2.45299;1.69925;3.20673
2;6.24625;3.12313;1.37062;4.87563
3;2.74124;1.37062;1.37062;1.37062
4;1.34838;0.674191;0;1.34838
1;4.33105;2.16553;2.07791;2.25314
2;4.33105;2.16553;2.07791;2.25314
3;4.15583;2.07791;2.07791;2.07791
4;4.15583;2.07791;2.07791;2.07791
5;4.15583;2.07791;2.07791;2.07791
6;4.15583;2.07791;2.07791;2.07791
7;4.99051;2.49526;0;4.99051
1;8.4066;4.2033;3.92815;4.47844
2;8.4066;4.2033;3.92815;4.47844
3;7.8563;3.92815;3.92815;3.92815
4;7.8563;3.92815;3.92815;3.92815
5;10.2629;5.13144;0;10.2629
1;8.01432;4.00716;3.3034;4.71093
2;6.60679;3.3034;3.3034;3.3034
3;9.17898;4.58949;0;9.17898
1;4.5266;2.2633;1.75001;2.77659
2;3.50002;1.75001;1.75001;1.75001
3;2.82447;1.41223;0;2.82447
1;5.02379;2.51189;1.1811;3.84269
2;5.02379;2.51189;1.1811;3.84269
3;2.36219;1.1811;1.1811;1.1811
4;4.71098;2.35549;0;4.71098
1;5.50472;2.75236;1.81258;3.69215
2;3.62516;1.81258;1.81258;1.81258
3;3.62516;1.81258;1.81258;1.81258
4;4.92854;2.46427;0;4.92854
1;4.69364;2.34682;2.33097;2.36267
2;3.96825;1.98412;1.98006;1.98818
3;3.96013;1.98006;1.98006;1.98006
4;3.96013;1.98006;1.98006;1.98006
5;3.96013;1.98006;1.98006;1.98006
6;7.00799;3.50399;0;7.00799
1;3.56839;1.78419;1.07567;2.49272
2;2.15133;1.07567;1.07567;1.07567
3;0.879519;0.439759;0;0.879519
1;7.25041;3.6252;3.00735;4.24306
2;6.11922;3.05961;3.00735;3.11186
3;6.0147;3.00735;3.00735;3.00735
4;11.282;5.64099;0;11.282
1;5.70943;2.85472;1.47484;4.23459
2;2.94967;1.47484;1.47484;1.47484
3;2.94967;1.47484;1.47484;1.47484
4;3.82982;1.91491;0;3.82982
1;7.06304;3.53152;2.99792;4.06513
2;4.5193;2.25965;1.3714;3.1479
3;2.80244;1.40122;1.3714;1.43104
4;2.80244;1.40122;1.3714;1.43104
5;2.80244;1.40122;1.3714;1.43104
6;2.80244;1.40122;1.3714;1.43104
7;2.80244;1.40122;1.3714;1.43104
8;2.80244;1.40122;1.3714;1.43104
9;2.88147;1.44074;0.720671;2.1608
10;2.09207;1.04604;0.720671;1.3714
11;1.44134;0.720671;0.720671;0.720671
12;2.41887;1.20944;0;2.41887
1;5.95033;2.97517;2.5328;3.41754
2;8.35802;4.17901;1.18222;7.1758
3;2.36444;1.18222;1.18222;1.18222
4;1.2023;0.601152;0;1.2023
1;6.15941;3.07971;0.451889;5.70752
2;0.903778;0.451889;0.451889;0.451889
3;1.7355;0.867751;0;1.7355
1;5.84838;2.92419;2.05729;3.79109
2;5.84838;2.92419;2.05729;3.79109
3;4.39673;2.19836;2.05729;2.33944
4;4.39673;2.19836;2.05729;2.33944
5;4.13454;2.06727;2.05729;2.07725
6;4.13454;2.06727;2.05729;2.07725
7;4.13454;2.06727;2.05729;2.07725
8;2.35011;1.17506;1.15358;1.19653
9;2.35011;1.17506;1.15358;1.19653
10;3.21087;1.60544;1.15358;2.05729
11;3.21087;1.60544;1.15358;2.05729
12;2.75283;1.37642;1.15358;1.59925
13;2.30716;1.15358;1.15358;1.15358
14;2.30716;1.15358;1.15358;1.15358
15;2.30716;1.15358;1.15358;1.15358
16;0.69064;0.34532;0;0.69064
1;5.54898;2.77449;2.50198;3.047
2;6.13569;3.06785;0.900468;5.23522
3;1.80094;0.900468;0.900468;0.900468
4;1.80094;0.900468;0.900468;0.900468
5;1.80094;0.900468;0.900468;0.900468
6;1.80094;0.900468;0.900468;0.900468
7;1.80094;0.900468;0.900468;0.900468
8;1.80094;0.900468;0.900468;0.900468
9;1.80094;0.900468;0.900468;0.900468
10;3.567;1.7835;0;3.567
1;2.28041;1.1402;1.13262;1.14779
2;2.94182;1.47091;0.423885;2.51793
3;0.847769;0.423885;0.423885;0.423885
4;0.847769;0.423885;0.423885;0.423885
5;1.66416;0.83208;0;1.66416
1;4.82368;2.41184;0.883984;3.93969
