dim;size;gen#;spawn(ms);sumSelect(ms);sumCross(ms);sumMutate(ms);sumEval(ms)
20;2;259;0.649152;61.1977;35.6274;12.2707;89.2562
20;2;28;0.043136;6.6879;3.76467;1.336;9.64861
20;2;142;0.037056;34.2201;19.1274;6.7751;49.1502
20;2;101;0.03808;24.1411;13.024;4.8016;35.1301
20;2;86;0.037824;20.6402;11.2347;4.24605;29.9259
20;2;56;0.043808;13.0605;7.12742;2.5616;19.0713
20;2;129;0.036192;30.8718;16.4794;6.14361;44.2161
20;2;112;0.036384;26.8424;14.5903;5.26336;39.0016
20;2;17;0.037248;3.86432;2.08851;0.787424;6.09866
20;2;31;0.035136;7.64707;4.2369;1.46192;10.6637
20;2;193;0.035424;45.6691;26.5861;9.164;65.1372
20;2;119;0.036192;28.1146;16.0468;5.52573;39.919
20;2;114;0.037344;27.1708;15.8091;5.41062;38.6824
20;2;92;0.041472;22.2503;12.6919;4.46701;32.1566
20;2;23;0.04928;5.18355;2.79155;1.00765;8.34467
20;2;9;0.041184;1.8519;1.0433;0.37472;2.98666
20;2;101;0.041056;25.5691;13.7452;5.0991;36.3476
20;2;6;0.037536;1.17546;0.686112;0.234016;2.08784
20;2;561;0.037056;138.656;74.6948;27.6991;196.582
20;2;62;0.046784;15.8718;8.72042;3.12678;22.6176
20;2;15;0.037376;3.62518;2.04352;0.71904;5.39981
20;2;237;0.048192;58.1514;32.2213;11.7674;83.9383
20;2;32;0.038912;7.74915;4.62096;1.51197;11.45
20;2;33;0.037536;7.85344;4.50211;1.57165;11.6033
20;2;112;0.039264;27.0894;15.2893;5.39888;38.8493
20;2;166;0.069696;40.1904;22.5103;7.99715;57.8786
20;2;99;0.038976;23.6222;13.3572;4.88333;34.6787
20;2;185;0.037088;44.5361;25.1783;8.94659;64.1846
20;2;223;0.085888;53.9935;30.8838;10.7467;77.4965
20;2;43;0.054016;11.8502;5.74582;2.32701;16.1965
20;2;27;0.043392;6.31581;3.34288;1.23702;9.38346
20;2;152;0.067648;36.3568;21.1156;7.2295;52.074
20;2;121;0.057472;30.6039;16.912;6.03555;43.2356
20;2;402;0.037088;99.4388;55.7002;19.7543;141.786
20;2;18;0.03952;4.13238;2.30026;0.836448;6.31658
20;2;18;0.042784;4.08736;2.59875;0.868096;6.20483
20;2;48;0.092;11.6166;6.89894;2.43146;16.9436
20;2;20;0.036288;4.53232;2.67818;0.999488;6.86214
20;2;29;0.047232;6.83325;4.01491;1.35923;10.2784
20;2;187;0.044128;44.9417;24.9953;8.91683;64.0638
20;2;24;0.058528;6.36845;3.3136;1.30525;9.31757
20;2;161;0.225632;38.3018;22.3626;7.65568;55.2706
20;2;116;0.039456;27.6217;16.0776;5.60323;39.9905
20;2;17;0.036896;3.83693;2.43818;0.74304;5.65578
20;2;44;0.05408;10.61;5.83194;2.05104;15.4837
20;2;19;0.047488;4.54291;2.63546;0.877952;6.60922
20;2;27;0.046336;6.50154;3.5471;1.32237;9.80022
20;2;28;0.038752;6.8351;4.16762;1.3408;9.7745
20;2;277;0.069568;68.5607;37.4965;13.7261;97.4809
20;2;187;0.037728;45.2307;24.3415;8.99981;64.6881
