dim;size;gen#;spawn(ms);sumSelect(ms);sumCross(ms);sumMutate(ms);sumEval(ms)
2;2;7;0.0616;0.217568;0.17712;0.168224;0.224928
2;2;7;0.034592;0.183008;0.176608;0.171136;0.1944
2;2;8;0.03472;0.215616;0.206784;0.198752;0.223456
2;2;5;0.034848;0.121408;0.116992;0.123776;0.138976
2;2;10;0.034432;0.272256;0.26576;0.2536;0.28832
2;2;5;0.03456;0.123232;0.117248;0.112736;0.140064
2;2;11;0.034688;0.301728;0.299008;0.29504;0.321728
2;2;12;0.0344;0.331392;0.319552;0.309632;0.336576
2;2;12;0.03504;0.331968;0.322848;0.312256;0.33424
2;2;4;0.034784;0.094304;0.088032;0.084896;0.111744
2;2;4;0.03456;0.091808;0.088;0.085184;0.111648
2;2;7;0.03488;0.183648;0.175072;0.168928;0.194976
2;2;5;0.034528;0.121504;0.117024;0.11312;0.155616
2;2;3;0.034848;0.061888;0.058912;0.056416;0.0864
2;2;3;0.028384;0.060352;0.058528;0.056192;0.083264
2;2;4;0.034752;0.091424;0.087584;0.084352;0.11184
2;2;4;0.155296;0.205056;0.09056;0.085504;0.110848
2;2;6;0.034752;0.186496;0.162976;0.147872;0.169824
2;2;3;0.03152;0.167616;0.09648;0.093152;0.114752
2;2;4;0.030656;0.126176;0.102016;0.087328;0.117376
2;2;4;0.034944;0.092576;0.090208;0.087552;0.113984
2;2;12;0.031712;0.326528;0.3456;0.312064;0.39568
2;2;4;0.033664;0.088352;0.10608;0.08192;0.107936
2;2;3;0.033504;0.0592;0.056768;0.065216;0.081024
2;2;16;0.033184;0.568352;0.4232;0.420384;0.43344
2;2;10;0.059424;0.296992;0.2944;0.276512;0.324992
2;2;5;0.045952;0.156416;0.152416;0.132768;0.173344
2;2;4;0.034496;0.091808;0.08832;0.084384;0.121056
2;2;9;0.035232;0.241568;0.233056;0.224608;0.335552
2;2;7;0.03472;0.182592;0.174752;0.16832;0.20656
2;2;8;0.037408;0.21088;0.203744;0.200064;0.232896
2;2;11;0.035968;0.354624;0.504256;0.319968;0.356352
2;2;14;0.04112;0.44448;0.410464;0.397664;0.458816
2;2;5;0.034816;0.122016;0.117568;0.112832;0.149184
2;2;9;0.035264;0.24288;0.233568;0.224768;0.257888
2;2;6;0.03808;0.14688;0.142784;0.136512;0.17328
2;2;8;0.038528;0.2048;0.196032;0.211552;0.23472
2;2;4;0.038144;0.272608;0.107744;0.103072;0.182016
2;2;6;0.100672;0.18208;0.170816;0.145024;0.226208
2;2;4;0.03552;0.092544;0.09312;0.093024;0.117824
2;2;8;0.030944;0.215872;0.209696;0.20256;0.228768
2;2;6;0.035424;0.218048;0.164512;0.177088;0.217376
2;2;7;0.046304;0.182016;0.177344;0.171328;0.200832
2;2;4;0.033312;0.091488;0.088256;0.084832;0.115776
2;2;6;0.03936;0.154144;0.14624;0.161312;0.18528
2;2;3;0.033536;0.061152;0.059072;0.056384;0.088032
2;2;3;0.035264;0.063968;0.066272;0.06528;0.20768
2;2;5;0.039104;0.121152;0.116352;0.129984;0.148352
2;2;4;0.035104;0.090624;0.087456;0.083968;0.121216
2;2;3;0.033344;0.061536;0.058752;0.056256;0.093536
