gen#;sumfit;avgfit;minfit;maxfit
1;160.073;80.0364;73.3817;86.691
2;146.763;73.3817;73.3817;73.3817
3;290.527;145.263;0;290.527
1;170.781;85.3905;75.6157;95.1653
2;241.095;120.548;40.4588;200.636
3;116.074;58.0372;40.4588;75.6157
4;87.2631;43.6315;40.4588;46.8043
5;80.9175;40.4588;40.4588;40.4588
6;80.9175;40.4588;40.4588;40.4588
7;80.9175;40.4588;40.4588;40.4588
8;158.835;79.4175;0;158.835
1;174.715;87.3574;84.1117;90.6032
2;174.715;87.3574;84.1117;90.6032
3;168.223;84.1117;84.1117;84.1117
4;168.223;84.1117;84.1117;84.1117
5;168.223;84.1117;84.1117;84.1117
6;333.447;166.723;0;333.447
1;178.121;89.0603;88.6622;89.4583
2;258.267;129.134;48.5888;209.679
3;137.251;68.6255;48.5888;88.6622
4;107.096;53.5482;48.5888;58.5076
5;97.1776;48.5888;48.5888;48.5888
6;191.355;95.6776;0;191.355
1;175.179;87.5897;79.3007;95.8787
2;158.601;79.3007;79.3007;79.3007
3;314.203;157.101;0;314.203
1;169.846;84.9228;81.44;88.4057
2;169.846;84.9228;81.44;88.4057
3;169.846;84.9228;81.44;88.4057
4;254.206;127.103;39.2599;214.946
5;120.7;60.3499;39.2599;81.44
6;78.5197;39.2599;39.2599;39.2599
7;78.5197;39.2599;39.2599;39.2599
8;78.5197;39.2599;39.2599;39.2599
9;154.039;77.0197;0;154.039
1;179.623;89.8117;79.5855;100.038
2;236.721;118.36;51.0368;185.684
3;102.074;51.0368;51.0368;51.0368
4;102.074;51.0368;51.0368;51.0368
5;201.147;100.574;0;201.147
1;165.862;82.931;79.8553;86.0067
2;165.862;82.931;79.8553;86.0067
3;165.862;82.931;79.8553;86.0067
4;165.862;82.931;79.8553;86.0067
5;242.545;121.272;41.5139;201.031
6;83.0277;41.5139;41.5139;41.5139
7;83.0277;41.5139;41.5139;41.5139
8;163.055;81.5277;0;163.055
1;177.058;88.529;84.7536;92.3044
2;274.014;137.007;36.2758;237.738
3;72.5516;36.2758;36.2758;36.2758
4;72.5516;36.2758;36.2758;36.2758
5;72.5516;36.2758;36.2758;36.2758
6;72.5516;36.2758;36.2758;36.2758
7;72.5516;36.2758;36.2758;36.2758
8;72.5516;36.2758;36.2758;36.2758
9;72.5516;36.2758;36.2758;36.2758
10;72.5516;36.2758;36.2758;36.2758
11;72.5516;36.2758;36.2758;36.2758
12;72.5516;36.2758;36.2758;36.2758
13;72.5516;36.2758;36.2758;36.2758
14;72.5516;36.2758;36.2758;36.2758
15;72.5516;36.2758;36.2758;36.2758
16;142.103;71.0516;0;142.103
1;164.882;82.4409;78.9332;85.9486
2;240.806;120.403;40.9711;199.835
3;81.9422;40.9711;40.9711;40.9711
4;160.884;80.4422;0;160.884
1;173.248;86.6241;76.6274;96.6208
2;153.255;76.6274;76.6274;76.6274
3;303.51;151.755;0;303.51
1;159.088;79.5441;73.1525;85.9357
2;216.678;108.339;44.3578;172.32
3;88.7156;44.3578;44.3578;44.3578
