dim;size;gen#;spawn(ms);sumSelect(ms);sumCross(ms);sumMutate(ms);sumEval(ms)
100;200;5;0.82608;0.431232;3.76717;0.293472;3.50131
100;200;731;0.658848;54.5732;499.562;53.662;357.21
100;200;251;0.631552;19.1243;241.011;18.8819;174.055
100;200;41;0.624704;2.83782;36.4568;6.22234;28.3274
100;200;302;0.629408;23.2672;238.931;23.8026;174.265
100;200;104;0.626624;7.89901;94.3681;7.70214;72.0869
100;200;432;0.736736;33.9214;363.464;34.467;266.723
100;200;57;0.672384;4.57213;51.2566;4.9689;40.2325
100;200;766;0.629216;55.8166;448.026;56.4259;319.626
100;200;161;0.74976;12.4216;146.081;12.3463;109.94
100;200;110;0.590048;8.98595;99.2896;9.53309;76.9765
100;200;18;0.543552;1.33757;14.6617;1.14733;12.2306
100;200;47;0.520512;3.51491;40.8682;3.48867;31.4116
100;200;176;0.602528;14.1604;158.217;14.4629;121.292
100;200;749;0.525728;58.3805;448.433;56.837;316.387
100;200;477;0.796448;36.4575;384.286;36.4193;280.235
100;200;50;0.58816;3.6881;43.8904;3.37056;34.564
100;200;87;0.521824;6.89555;79.6336;6.74227;61.6762
100;200;6;0.540032;0.361376;4.69798;0.355712;4.14214
100;200;186;0.55136;13.7508;165.319;13.8023;124.734
100;200;21;0.544384;1.48541;18.429;1.52234;14.5821
100;200;9;0.550368;0.71248;7.93706;0.745472;6.22928
100;200;175;0.616416;14.0918;158.577;14.047;121.07
100;200;229;0.54704;17.7174;205.633;17.5117;159.468
100;200;142;0.5304;11.5896;126.027;11.5242;99.7446
100;200;724;0.62592;54.8097;472.2;55.9269;336.204
100;200;824;0.542848;61.6612;471.37;62.2652;330.85
100;200;165;0.85008;12.5378;148.033;13.2692;114.297
100;200;976;0.654432;71.3975;547.023;72.8143;378.145
100;200;540;0.543936;40.9158;375.751;41.8016;270.093
100;200;261;0.608576;21.711;225.825;21.7658;167.579
100;200;511;0.541856;39.113;384.17;39.3838;276.758
100;200;925;0.54352;69.699;576.042;70.1712;406.33
100;200;246;0.618976;19.539;218.041;19.7023;165.141
100;200;536;0.546688;42.0194;406.789;42.465;291.999
100;200;862;0.536896;66.082;491.602;67.231;349.597
100;200;33;0.540224;2.6583;28.4812;2.62906;22.322
100;200;56;0.531296;4.38192;48.8772;4.40326;38.0706
100;200;795;0.53776;58.85;462.884;59.6093;326.614
100;200;4;0.541824;0.203904;2.7241;0.209696;2.65635
100;200;785;0.51248;59.5684;457.103;60.1119;321.141
100;200;68;0.642752;4.88163;61.3262;4.97286;46.2925
100;200;225;0.606784;16.9301;201.921;16.5748;155.552
100;200;258;0.56848;18.6067;198.083;18.5851;143.902
100;200;916;0.54096;67.7166;555.113;66.8973;398.034
100;200;734;0.553184;54.1031;533.239;55.2639;383.491
100;200;852;0.538784;66.6696;556.473;67.1049;396.347
100;200;175;0.54336;13.0404;154.974;13.1711;119.443
100;200;646;0.534048;49.4431;439.563;49.0283;314.956
100;200;13;0.539872;0.832288;10.6157;0.853088;9.07779
