dim;size;gen#;spawn(ms);sumSelect(ms);sumCross(ms);sumMutate(ms);sumEval(ms)
5;200;79;1.2975;23.053;5.99747;3.95181;27.4665
5;200;53;0.044832;15.2458;3.98208;2.62333;17.862
5;200;10;0.043936;2.54205;0.676416;0.437536;3.20326
5;200;7;0.049472;1.86406;0.467552;0.302272;2.42515
5;200;88;0.044384;25.766;6.70505;4.36131;29.2849
5;200;17;0.045376;4.81661;1.2569;0.806144;5.76243
5;200;152;0.04928;44.3426;11.7081;7.70435;50.1489
5;200;330;0.044288;103.195;26.0841;17.2259;111.919
5;200;86;0.045856;26.1402;7.02304;4.75427;29.7898
5;200;277;0.0456;81.8997;21.1981;13.93;92.5748
5;200;531;0.046336;154.294;40.8951;26.46;174.326
5;200;42;0.042976;11.7523;3.09789;1.99542;13.5453
5;200;54;0.044032;15.3712;4.24483;2.62922;17.7651
5;200;58;0.048448;16.9118;4.41821;2.97376;20.0873
5;200;207;0.0448;61.0059;15.9289;10.4396;69.0233
5;200;24;0.06064;6.68566;1.77866;1.13606;7.96304
5;200;457;0.042784;135.229;35.2777;23.0753;152.069
5;200;5;0.053664;1.16038;0.304704;0.197408;1.6249
5;200;49;0.047168;14.0855;3.70774;2.47085;16.2482
5;200;93;0.049248;27.1466;7.02778;4.5545;31.111
5;200;270;0.047616;81.5591;20.893;13.8591;90.9061
5;200;61;0.050112;18.3179;4.78448;3.03466;20.8639
5;200;101;0.04976;31.765;8.11991;5.48678;34.891
5;200;9;0.049216;2.48419;0.613984;0.406592;2.96166
5;200;470;0.049984;142.675;36.7614;23.9452;157.829
5;200;6;0.046496;1.53562;0.39152;0.252224;2.07254
5;200;30;0.057504;8.21357;2.17706;1.49728;9.85165
5;200;57;0.045184;16.333;4.24115;2.74826;18.3213
5;200;80;0.046464;22.5638;5.99546;3.84765;25.8706
5;200;145;0.04544;41.5733;10.9212;7.08026;47.7047
5;200;148;0.046464;42.3265;11.2139;7.36262;48.2748
5;200;29;0.047872;8.49072;2.13693;1.40944;9.98032
5;200;144;0.0488;41.8591;10.8594;7.05613;47.5528
5;200;158;0.046432;46.0514;12.027;7.83337;52.305
5;200;163;0.04688;46.0129;12.2739;7.94739;52.7731
5;200;41;0.046528;11.355;2.99715;1.9752;13.0938
5;200;10;0.046592;2.56755;0.680768;0.443904;3.22115
5;200;209;0.043712;60.4307;15.945;10.3175;68.1373
5;200;95;0.047328;27.7638;7.28205;4.68973;30.9399
5;200;365;0.049728;106.865;28.1728;18.4237;121.661
5;200;120;0.049632;34.6307;9.18675;6.02342;39.3258
5;200;117;0.050464;33.8061;8.80464;5.73623;38.4474
5;200;35;0.047648;9.5072;2.55142;1.65005;11.1735
5;200;40;0.0448;11.096;2.96176;1.91405;12.9076
5;200;62;0.045632;18.0544;4.68323;3.04784;20.0064
5;200;52;0.046912;14.7258;3.8625;2.54774;16.8236
5;200;80;0.055008;23.9389;6.28182;4.17158;26.9643
5;200;354;0.05072;106.025;27.5545;18.0234;118.169
5;200;276;0.047616;81.0896;21.9451;14.1711;92.3918
5;200;24;0.062336;6.91066;1.74282;1.12224;7.96992
