dim;size;gen#;spawn(ms);sumSelect(ms);sumCross(ms);sumMutate(ms);sumEval(ms)
50;50;302;0.952384;79.0724;106.264;15.0657;123.338
50;50;128;0.067904;33.6377;43.0155;6.51917;52.6004
50;50;777;0.066592;203.638;262.763;38.6686;315.662
50;50;114;0.061344;30.319;38.4726;5.60733;46.4497
50;50;9;0.061888;2.06336;2.71459;0.391008;3.78758
50;50;35;0.065376;9.29862;11.6755;1.64934;14.3192
50;50;12;0.06048;2.8159;3.75139;0.531776;5.07488
50;50;134;0.06544;34.0885;44.8364;6.42803;53.3217
50;50;89;0.065824;23.0322;29.8851;4.35018;35.992
50;50;627;0.057952;161.71;210.981;30.2053;251.06
50;50;701;0.062528;180.391;235.939;34.0537;279.655
50;50;513;0.064672;131.405;172.61;24.6695;204.298
50;50;226;0.065952;58.5757;76.0809;11.1344;90.7417
50;50;1233;0.067968;316.088;414.467;59.4835;490.905
50;50;640;0.0656;163.983;215.279;30.8335;255.581
50;50;142;0.059104;36.6669;47.741;6.80346;57.0051
50;50;52;0.057312;13.0871;17.2489;2.52957;21.176
50;50;535;0.065568;137.28;179.759;25.941;213.636
50;50;379;0.058496;96.9342;127.302;18.1113;150.658
50;50;570;0.061312;145.715;191.077;27.3099;226.613
50;50;53;0.057856;13.1857;17.6357;2.53914;20.8646
50;50;636;0.057952;164.03;213.341;30.864;254.388
50;50;669;0.063424;174.066;225.569;32.9007;269.445
50;50;222;0.059744;58.6796;75.0636;11.0367;91.9779
50;50;526;0.065024;140.343;177.571;26.7496;216.695
50;50;69;0.068384;17.768;23.2846;3.35469;27.5838
50;50;280;0.116864;73.9597;94.6716;14.1995;115.394
50;50;621;0.066144;163.957;209.696;30.4082;251.682
50;50;29;0.061504;7.50368;9.47091;1.41869;12.4968
50;50;701;0.065728;187.349;237.737;35.6297;288.278
50;50;1395;0.068064;364.392;470.991;68.3569;561.145
50;50;2822;0.066368;732.951;950.679;137.934;1131.79
50;50;46;0.077056;11.8182;15.2139;2.17117;18.3847
50;50;282;0.06384;72.6847;94.9529;13.7134;113.949
50;50;27;0.101344;6.73802;8.7968;1.28342;11.0753
50;50;13;0.0952;3.20662;4.0704;0.56864;5.27443
50;50;15;0.070912;3.73453;4.76755;0.7176;6.00746
50;50;193;0.072704;50.2656;65.2611;9.49917;78.46
50;50;457;0.068992;117.458;153.6;22.0453;182.595
50;50;358;0.105216;93.5943;120.056;17.654;144.767
50;50;33;0.097312;8.74416;10.9316;1.62371;13.4953
50;50;373;0.100512;96.2299;125.562;17.9122;149.261
50;50;17;0.085472;5.15414;5.85907;0.864192;7.28586
50;50;82;0.064832;22.9123;27.9352;4.04752;33.8992
50;50;511;0.063008;133.8;172.142;25.1296;207.487
50;50;50;0.123264;14.0633;17.0829;2.64019;21.2539
50;50;15;0.076416;4.14886;4.8712;0.703392;6.21283
50;50;57;0.089824;14.7915;18.9368;2.77872;22.8367
50;50;440;0.094944;115.671;148.645;22.0273;179.222
50;50;103;0.088128;27.0791;34.525;5.19968;42.2927
