dim;size;gen#;spawn(ms);sumSelect(ms);sumCross(ms);sumMutate(ms);sumEval(ms)
5;50;107;0.05552;3.49693;4.30502;3.85795;3.85328
5;50;61;0.049536;2.24669;2.64077;2.93846;2.36925
5;50;75;0.05824;2.4047;3.1127;2.79542;2.85219
5;50;44;0.053984;1.54253;2.14678;1.7641;1.80205
5;50;9;0.05776;0.27408;0.461728;0.298496;0.35264
5;50;6;0.078432;0.194816;0.231808;0.178368;0.250752
5;50;86;0.050432;2.74429;3.60605;3.09424;3.16144
5;50;29;0.0496;0.949248;1.16042;1.02659;1.06963
5;50;9;0.04736;0.256224;0.323744;0.288064;0.325728
5;50;3;0.047648;0.06416;0.07984;0.072064;0.10864
5;50;65;0.047648;2.12355;2.78422;2.56864;2.47645
5;50;26;0.04976;0.799168;1.0169;0.897504;0.965856
5;50;46;0.048416;1.54051;1.84077;1.69091;1.84394
5;50;4;0.048128;0.100224;0.123328;0.11168;0.148544
5;50;21;0.047328;0.70128;1.01104;0.72896;0.896448
5;50;26;0.0504;0.8296;1.01571;0.899232;0.9472
5;50;9;0.051072;0.291584;0.431104;0.375392;0.359168
5;50;22;0.051424;0.687776;0.962304;0.791392;0.788192
5;50;163;0.046272;5.43958;6.54423;5.97463;5.89715
5;50;46;0.05472;1.4929;1.89437;1.66374;1.70454
5;50;47;0.051424;1.46774;1.87414;1.6503;1.69875
5;50;9;0.051264;0.261376;0.327264;0.350112;0.325952
5;50;272;0.051488;8.93385;11.1375;9.8543;10.2023
5;50;309;0.053408;10.1782;12.7335;11.6836;11.4647
5;50;29;0.05056;0.926624;1.15264;1.02074;1.05971
5;50;392;0.078208;13.941;17.7481;21.0306;15.4582
5;50;113;0.06064;3.83613;4.75386;4.25565;4.43031
5;50;25;0.09712;0.929824;1.07949;0.888448;1.2015
5;50;26;0.071072;0.831008;1.07002;0.940544;0.975872
5;50;17;0.074112;0.536096;0.68992;0.59056;0.695456
5;50;82;0.05968;2.95677;3.47126;3.26192;3.0967
5;50;121;0.070944;4.16298;5.32848;4.57926;4.59715
5;50;260;0.102304;8.83888;11.1187;9.78237;9.86365
5;50;261;0.053952;8.99056;11.2668;10.316;10.353
5;50;112;0.126016;3.8272;4.92598;4.6977;4.33914
5;50;52;0.088;1.7713;2.29197;2.00621;2.27693
5;50;4;0.068576;0.111744;0.129184;0.109568;0.153408
5;50;120;0.066624;4.06192;5.26189;4.58317;4.68787
5;50;3;0.083072;0.067968;0.0848;0.073824;0.118496
5;50;48;0.059936;1.66982;1.99168;1.83389;1.79706
5;50;22;0.091104;0.70304;0.87152;0.803296;0.842464
5;50;284;0.05328;9.55399;11.9532;10.9708;10.8589
5;50;75;0.107072;2.7457;3.27072;2.74915;2.81034
5;50;138;0.051488;4.63587;5.77235;5.12256;5.2728
5;50;113;0.081568;3.7775;4.82579;4.46227;4.27466
5;50;131;0.056832;4.61834;5.50163;4.93469;5.10371
5;50;155;0.083808;5.16854;6.60294;5.99683;5.82752
5;50;89;0.083744;3.01155;3.74806;3.41107;3.48688
5;50;87;0.085952;3.09718;3.75098;3.23443;3.26179
5;50;13;0.052928;0.407168;0.498368;0.452672;0.496736
