gen#;sumfit;avgfit;minfit;maxfit
1;903.133;18.0627;11.0071;26.6383
2;1206.56;24.1313;6.83645;69.5363
3;1178.31;23.5663;4.90417;120.867
4;1088.35;21.7669;3.54023;86.3999
5;1133.59;22.6718;3.54023;186.035
6;1025.49;20.5097;3.54023;83.6336
7;991.271;19.8254;3.09665;87.0368
8;1141.49;22.8297;2.92839;84.7005
9;865.772;17.3154;1.99709;65.0237
10;793.693;15.8739;1.99709;57.6361
11;823.782;16.4756;1.99709;50.5065
12;571.981;11.4396;1.99709;37.1395
13;467.795;9.35591;1.99709;24.6274
14;517.584;10.3517;0;38.704
1;867.219;17.3444;9.70212;26.3438
2;1183.36;23.6673;5.52935;62.6446
3;1526.26;30.5253;5.00196;119.859
4;1402.94;28.0587;3.85668;157.85
5;1520.92;30.4184;3.85668;79.3834
6;1452.14;29.0428;3.42635;110.869
7;1183.85;23.677;3.42635;89.1221
8;1315.91;26.3182;3.42635;68.7062
9;1474.65;29.493;3.42635;108.694
10;1241.8;24.8361;2.61126;94.355
11;1140.88;22.8176;2.61126;94.355
12;936.64;18.7328;2.61126;79.5208
13;987.862;19.7572;2.07163;94.8644
14;994.967;19.8993;1.7092;99.4607
15;813.255;16.2651;1.7092;87.8298
16;823.049;16.461;1.20347;119.861
17;555.03;11.1006;1.20347;34.5105
18;498.187;9.96374;1.20347;53.6702
19;354.556;7.09111;1.20347;22.3544
20;335.593;6.71187;1.20347;26.0764
21;319.663;6.39326;1.19;25.4136
22;290.306;5.80612;1.19;15.8127
23;309.741;6.19483;1.19;24.9916
24;343.39;6.8678;1.19;40.2036
25;249.586;4.99173;1.19;14.5421
26;218.987;4.37973;1.19;18.3595
27;179.698;3.59396;1.19;11.7096
28;196.344;3.92688;1.19;11.7096
29;185.727;3.71454;1.1889;11.1367
30;179.526;3.59053;1.18632;11.1367
31;158.478;3.16956;1.18632;11.9336
32;146.98;2.93961;1.10725;7.45402
33;156.124;3.12248;1.10725;10.9332
34;146.945;2.9389;1.10725;8.38741
35;134.765;2.6953;1.10725;6.76612
36;128.768;2.57535;1.10725;8.60545
37;119.895;2.3979;1.10725;7.85446
38;124.894;2.49788;1.10725;7.16091
39;102.442;2.04884;1.07263;5.55805
40;108.649;2.17298;1.02819;5.83857
41;94.4249;1.8885;1.02819;6.90163
42;85.1835;1.70367;1.02819;4.84816
43;82.5852;1.6517;1.02819;3.23174
44;84.373;1.68746;0.916418;3.61698
45;77.2902;1.5458;0.916418;3.23526
46;72.0883;1.44177;0.916418;2.43155
47;68.4347;1.36869;0.916418;2.74197
48;68.6727;1.37345;0.916418;2.74197
49;64.3655;1.28731;0.916418;2.04729
50;62.6075;1.25215;0.916418;2.21828
51;61.7089;1.23418;0.916418;1.97453
52;61.4717;1.22943;0.916418;1.9057
53;59.4207;1.18841;0.916418;1.87948
54;57.9624;1.15925;0.916418;1.6686
55;57.1039;1.14208;0.883265;1.6686
56;56.7624;1.13525;0.883265;1.64533
57;53.9098;1.0782;0;1.75585
1;827.21;16.5442;10.3043;24.1652
2;1045.87;20.9174;3.69966;47.9821
3;1058.22;21.1645;3.00914;111.674
4;890.162;17.8032;2.29768;96.1603
5;857.93;17.1586;2.29768;82.4631
6;905.571;18.1114;1.91673;96.1603
7;1113.54;22.2707;1.91673;96.1603
8;851.838;17.0368;1.76443;96.1603
9;727.501;14.55;1.63978;55.3057
10;586.851;11.737;1.63978;32.2902
11;491.87;9.83739;1.63978;39.1139
12;424.759;8.49519;1.63978;27.405
13;430.142;8.60284;1.63978;35.2098
14;418.812;8.37623;1.63318;43.9907
15;416.696;8.33393;1.48173;35.2098
16;426.982;8.53963;1.48173;30.3908
17;481.654;9.63308;1.34448;40.557
18;407.495;8.1499;1.34448;29.3945
19;396.363;7.92726;1.34448;34.4832
20;306.343;6.12686;1.34448;17.6201
21;294.153;5.88306;1.32969;20.5516
22;323.384;6.46769;1.1958;31.9676
23;285.669;5.71338;1.1958;31.9676
24;205.893;4.11786;1.18026;30.7796
25;150.163;3.00325;1.18026;11.8331
26;133.678;2.67357;1.14406;13.2866
27;139.205;2.7841;1.14406;11.4609
28;109.998;2.19995;1.08405;6.52823
29;112.456;2.24913;1.04617;8.3756
30;111.064;2.22129;1.02496;11.9809
31;91.7673;1.83535;1.02496;5.03025
32;86.7417;1.73483;1.00874;4.06028
33;81.1982;1.62396;1.00874;3.86979
34;76.0987;1.52197;1.00874;2.78553
35;75.7121;1.51424;1.00874;2.77451
36;73.3307;1.46661;1.00874;3.0381
37;67.9324;1.35865;1.00874;3.10685
38;65.452;1.30904;0.998892;2.47807
39;61.136;1.22272;0.998892;1.9315
40;61.0918;1.22184;0.998892;1.9315
41;59.5915;1.19183;0.998892;1.75423
42;60.7249;1.2145;0.998892;1.76862
43;59.215;1.1843;0.906942;1.60021
44;59.4597;1.18919;0;2.40313
1;924.798;18.496;10.6593;24.2089
2;1171.07;23.4214;5.87234;57.9846
3;1361.86;27.2372;3.83171;115.953
4;1580.55;31.611;3.83171;115.953
5;1880.15;37.603;3.83171;114.58
