dim;size;gen#;spawn(ms);sumSelect(ms);sumCross(ms);sumMutate(ms);sumEval(ms)
2;50;158;0.660928;39.2938;9.62125;7.76384;51.0353
2;50;163;0.048992;41.2738;9.97638;8.00358;51.4873
2;50;81;0.064224;20.014;4.85587;3.92144;25.5368
2;50;10;0.034208;2.24944;0.549312;0.443744;3.1553
2;50;223;0.042656;55.4541;13.6941;10.9955;71.2197
2;50;221;0.040224;54.9782;13.5161;10.7326;70.0527
2;50;206;0.03968;51.1502;12.7381;9.90285;66.0534
2;50;47;0.034432;11.9747;2.81062;2.30467;15.0506
2;50;66;0.040256;16.1853;4.01549;3.09923;20.9532
2;50;599;0.043648;150.589;36.9959;28.959;188.518
2;50;408;0.03904;102.145;25.1213;19.3853;128.605
2;50;164;0.033664;40.1197;9.85907;7.70051;51.5639
2;50;83;0.033408;19.5381;4.8711;3.77328;25.5308
2;50;34;0.06704;7.92893;1.93245;1.50669;10.4837
2;50;178;0.039456;43.5789;10.6606;8.43008;55.7213
2;50;160;0.036;38.9161;9.49722;7.4624;49.526
2;50;77;0.0688;18.9535;4.6808;3.93414;24.4591
2;50;567;0.034912;139.155;33.7908;26.4627;175.298
2;50;16;0.03536;3.70429;0.925792;0.7032;5.06054
2;50;496;0.0352;124.028;30.2701;23.9869;157.866
2;50;16;0.036032;3.69075;0.900992;0.733792;5.10659
2;50;381;0.03936;95.7472;23.5297;18.4547;121.526
2;50;30;0.037472;7.27968;1.78346;1.4247;9.70285
2;50;172;0.041664;42.3385;10.4359;8.44525;54.4709
2;50;26;0.040096;6.22099;1.50406;1.20499;8.2225
2;50;128;0.041952;31.6088;7.76822;5.98835;40.3657
2;50;15;0.042528;3.62394;0.843168;0.666592;4.90934
2;50;179;0.04784;44.7519;10.8168;8.56199;56.5979
2;50;126;0.045152;31.3631;7.65337;6.1337;40.4374
2;50;216;0.066816;52.8747;13.2984;10.1626;68.4071
2;50;222;0.035936;55.4641;13.4284;10.6057;70.2015
2;50;327;0.041536;82.0399;19.833;15.6498;102.432
2;50;94;0.05696;23.9514;5.78544;4.50752;30.2211
2;50;132;0.037056;32.885;8.13015;6.35728;42.1425
2;50;303;0.062784;74.9301;18.3683;14.6108;96.6613
2;50;6;0.04208;1.20666;0.29648;0.231168;1.85674
2;50;143;0.06912;35.514;8.69046;6.91018;45.3674
2;50;298;0.056416;74.1544;18.0216;14.1365;93.4437
2;50;12;0.042848;2.65584;0.666304;0.51536;3.86269
2;50;83;0.045216;19.4871;4.80211;3.77261;25.3955
2;50;17;0.062688;3.8272;0.942048;0.734336;5.64934
2;50;665;0.048992;161.609;39.874;31.1632;206.827
2;50;308;0.139456;76.2912;18.6877;14.686;96.9288
2;50;209;0.046112;52.4414;12.6159;10.0044;65.5063
2;50;343;0.038592;85.6043;20.7679;16.7024;109.222
2;50;165;0.066688;40.7246;10.0597;7.96695;52.4284
2;50;875;0.04624;217.747;53.2386;42.1823;276.128
2;50;85;0.038272;21.0578;5.15581;4.0249;26.8076
2;50;237;0.036288;58.2587;14.3366;11.2215;73.8773
2;50;41;0.061632;9.91168;2.4567;1.88781;13.2272
